ID	DOCULECT	CONCEPT	FORM	TOKENS	COGID	SOURCE	NOTE
1798	Yolmo	Nose	n̪aɾko	n aɾ/a + k o		Dhakal2024	[x]
2514	OldTibetan	Nose	s.n.a	s.n a		Sagart2019	
2515	Lhasa	Nose	n.ə.⁵⁵.◦.k.u.⁵²	n ə ⁵⁵ + k u ⁵²		Sagart2019	
2516	Batang	Nose	n̥.a.⁵³	n̥ a ⁵³		Sagart2019	
2517	Alike	Nose	r.n̥.æ	r.n̥ æ		Sagart2019	!
2518	Xiahe	Nose	h.n.a._.ʁ.o.ŋ	h.n a + ʁ o./o ŋ		Sagart2019	
2519	OldChinese	Nose	m.+.b.i.t.+.s	m + b i.t + s		Sagart2019	
165	Gyalsumdo	One	tɕiɡ	tɕ i.g/k		Dhakal2024	[x]
424	Jirel	One	nd̪okpəi	ⁿd/d̪ o.k + p əi		Dhakal2024	[x]
425	Jirel	One	tɕik	tɕ i.k		Dhakal2024	[x]
682	Kagate	One	tɕi	tɕ i.Ø/k		Dhakal2024	[x]
938	Lowa	One	tɕik	tɕ i.k		Dhakal2024	[x]
1188	Nubri	One	tɕik	tɕ i.k		Dhakal2024	[x]
1439	Sherpa	One	tɕik	tɕ i.k		Dhakal2024	[x]
1682	Tsum	One	tɕik	tɕ i.k		Dhakal2024	[x]
1944	Yolmo	One	tɕi	tɕ i		Dhakal2024	[x]
2520	OldTibetan	One	g.tɕ.i.g	g.tɕ i.g		Sagart2019	
2521	Lhasa	One	tɕ.i.⁵²	tɕ i ⁵²		Sagart2019	
2522	Batang	One	tɕ.i.ʔ.⁵³	tɕ i.ʔ ⁵³		Sagart2019	
2523	Alike	One	ɣ.cç.ə.k	ɣ.cç ə.k		Sagart2019	!
2524	Xiahe	One	h.tɕ.ə.χ	h.tɕ ə.χ		Sagart2019	!
2525	OldChinese	One	ʔ.i.t	ʔ i.t		Sagart2019	
179	Gyalsumdo	One Hundred	kja	k.j a		Dhakal2024	[x]
438	Jirel	One Hundred	kʰalŋa	kʰ a.l + ŋ a		Dhakal2024	[x]
695	Kagate	One Hundred	kjatɕik	k.j a + tɕ i.k		Dhakal2024	[x]
952	Lowa	One Hundred	kjat̪ʰampa	k.j a + t̪ʰ a.m + p a		Dhakal2024	[x]
1202	Nubri	One Hundred	kjat̪ʰamba	k.j a + t̪ʰ a.m + b a		Dhakal2024	[x]
1452	Sherpa	One Hundred	ɡjatɕik	g.j a + tɕ i.k		Dhakal2024	[x]
1695	Tsum	One Hundred	kja	k.j a		Dhakal2024	[x]
1958	Yolmo	One Hundred	kjatɕi	k.j a + tɕ i		Dhakal2024	[x]
2375	OldTibetan	One Hundred	b.r.g.ʲ.a	b.r.g.j a		Sagart2019	
2376	Lhasa	One Hundred	c.a.¹³	c a ¹³		Sagart2019	
2377	Batang	One Hundred	dʑ.a.⁵³	dʑ a ⁵³		Sagart2019	
2378	Xiahe	One Hundred	dʑ.a._.th.a._.m.b.a	dʑ a + tʰ a + m.b a		Sagart2019	!
2379	Alike	One Hundred	w.ɟ.j.æ	w.ɟ.j æ		Sagart2019	!
2380	OldChinese	One Hundred	pˤ.r.a.k	pˤ.r a.k		Sagart2019	
260	Gyalsumdo	Pig	pʰakpa	pʰ a.k + p a		Dhakal2024	[x]
521	Jirel	Pig	pʰakpa	pʰ a.k + p a		Dhakal2024	[x]
772	Kagate	Pig	pʰa	pʰ a		Dhakal2024	[x]
1031	Lowa	Pig	pʰak	pʰ a.k		Dhakal2024	[x]
1277	Nubri	Pig	pʰa	pʰ a		Dhakal2024	[x]
1524	Sherpa	Pig	pʰakpa	pʰ a.k + p a		Dhakal2024	[x]
1781	Tsum	Pig	pʰaʔ	pʰ a.ʔ		Dhakal2024	[x]
2035	Yolmo	Pig	pʰa	pʰ a		Dhakal2024	[x]
2526	Batang	Pig	ph.ɑ.ʔ.⁵³	pʰ ɑ.ʔ ⁵³		Sagart2019	
2527	Xiahe	Pig	h.a.χ	h a.χ		Sagart2019	
2528	Lhasa	Pig	ph.a.k.⁵⁵.◦.p.a.⁵⁵	pʰ a.k ⁵⁵ + p a ⁵⁵		Sagart2019	
2529	Alike	Pig	h.a.k	h a.k		Sagart2019	
2530	OldChinese	Pig	l̥.a.j.ʔ	l̥ a.j ʔ		Sagart2019	
2531	OldTibetan	Pig	pʰ.a.g	pʰ a.g		Sagart2019	
57	Gyalsumdo	Rainbow	sa	s a		Dhakal2024	[x]
319	Jirel	Rainbow	ndza	ⁿdz/dz a		Dhakal2024	[x]
577	Kagate	Rainbow	dzakormu	dz a + k o.r + m u		Dhakal2024	[x]
831	Lowa	Rainbow	ndʑja	ⁿdʑj/dʑ a		Dhakal2024	[x]
1087	Nubri	Rainbow	tɕja	tɕj/tɕ a		Dhakal2024	[x]
1337	Sherpa	Rainbow	dza	dz a		Dhakal2024	[x]
1581	Tsum	Rainbow	ndʑjabe	ⁿdʑj/dʑ a + b e		Dhakal2024	[x]
1843	Yolmo	Rainbow	za	z a		Dhakal2024	[x]
2532	Batang	Rainbow	ndʑ.a.⁵³	ⁿdʑ a ⁵³		Sagart2019	!
2533	Lhasa	Rainbow	tɕ.a.¹³	tɕ a ¹³		Sagart2019	!
2534	Alike	Rainbow	n.dʑ.æ	ⁿdʑ æ		Sagart2019	!
2535	Xiahe	Rainbow	ndʑ.a	ⁿdʑ a		Sagart2019	!
2536	OldChinese	Rainbow	m.+.kˤ.o.ŋ	m + kˤ o.ŋ		Sagart2019	also perhaps *kˤroŋ-s
2537	OldTibetan	Rainbow	ɴ.dʑ.a	ɴ.dʑ a		Sagart2019	
164	Gyalsumdo	Red	maɹpu	m a.ɹ + p u		Dhakal2024	d.m a.r
423	Jirel	Red	məɹmu	m !ə/a.ɹ + m u		Dhakal2024	d.m a.r
681	Kagate	Red	marmu	m a.r + m u		Dhakal2024	d.m a.r
937	Lowa	Red	mawo	m a + !w/m o		Dhakal2024	d.m a.r
1187	Nubri	Red	maɹpo	m a.ɹ + p o		Dhakal2024	d.m a.r
1438	Sherpa	Red	mərbu	m !ə/a.r + b u		Dhakal2024	d.m a.r
1681	Tsum	Red	maɹbo	m a.ɹ + b o		Dhakal2024	d.m a.r
1943	Yolmo	Red	maɹmu	m a.ɹ + m u		Dhakal2024	d.m a.r
2538	OldTibetan	Red	d.m.a.r.◦	d.m a.r		Sagart2019	
2539	Lhasa	Red	m.aː.⁵⁵.◦.p.o.⁵⁵	m aː ⁵⁵ + p o ⁵⁵		Sagart2019	
2540	Batang	Red	m.ɑ.⁵⁵.◦.m.ɑ.⁵⁵	m ɑ ⁵⁵ + m ɑ ⁵⁵		Sagart2019	
2541	Xiahe	Red	h.m.a._.r.o	h.m a + r o		Sagart2019	
2542	Alike	Red	ɣ.m.æ._.r.o	ɣ.m æ + r o		Sagart2019	
2543	OldChinese	Red	t.+.qʰ.ᴀ.k	t + qʰ ɑ̟.k		Sagart2019	
2544	OldChinese	Red	ɴ.+.rˤ.u.m	ɴ + rˤ u.m		Sagart2019	!remove!
2545	OldChinese	Red	t.+.kʰ.r.e.ŋ	t + kʰ.r e.ŋ		Sagart2019	
2546	OldChinese	Red	t.o	t o		Sagart2019	!remove!
152	Gyalsumdo	Right	jøba	j ø + b a		Dhakal2024	[?]
410	Jirel	Right	samapa	s a + m a + p a		Dhakal2024	[?]
669	Kagate	Right	tɕjabutsʰole	tɕ j a + b u + tsʰ o + l e		Dhakal2024	[?]
925	Lowa	Right	jewa	j e + w a		Dhakal2024	[?]
1175	Nubri	Right	je	j e		Dhakal2024	[?]
1426	Sherpa	Right	laɡpaɡa	l a.g/k + p a + g a		Dhakal2024	[?]
1669	Tsum	Right	jepa	j e + p a		Dhakal2024	[?]
1931	Yolmo	Right	joba	j o + b a		Dhakal2024	[?]
2547	OldTibetan	Right	g.j.a.s	g.j a.s		Sagart2019	
2548	Xiahe	Right	h.j.e	h.j e		Sagart2019	
2549	Lhasa	Right	j.ɛ.⁵²	j ɛ ⁵²		Sagart2019	
2550	Batang	Right	tʂ.õ.∼.¹³.◦.k.ᴜ.⁵³	ʈʂ õ ¹³ + k u ⁵³		Sagart2019	
2551	Alike	Right	ɣ.j.i	ɣ.j i		Sagart2019	
2552	OldChinese	Right	ɢʷ.ə.ʔ	ɢʷ ə ʔ		Sagart2019	
54	Gyalsumdo	River	tsaŋpu	ts a.ŋ + p u		Dhakal2024	[x]
315	Jirel	River	tʰaŋka	!tʰ/ts a.ŋ + k a		Dhakal2024	[x]
574	Kagate	River	tsaŋbu	ts a.ŋ + b u		Dhakal2024	[x]
828	Lowa	River	tsaŋpo	ts a.ŋ + p o		Dhakal2024	[x]
1084	Nubri	River	kjuɡtɕʰju	k.j u.g/k + tɕʰ.j u		Dhakal2024	[x]
1334	Sherpa	River	tsəŋbu	ts ə.ŋ + b u		Dhakal2024	[x]
1578	Tsum	River	tsaŋbo	ts a.ŋ + b o		Dhakal2024	[x]
1840	Yolmo	River	tsəŋbu	ts ə.ŋ + b u		Dhakal2024	[x]
2553	OldTibetan	River	g.ts.a.ŋ.p.o	g.ts a.ŋ + p o		Sagart2019	
2554	Batang	River	tɕʰ.ᴜ.⁵³	tɕʰ u ⁵³		Sagart2019	
2555	Lhasa	River	ts.a.ŋ.⁵⁵.◦.p.o.⁵⁵	ts a.ŋ ⁵⁵ + p o ⁵⁵		Sagart2019	
2556	Lhasa	River	tɕʰ.u.⁵⁵	tɕʰ u ⁵⁵		Sagart2019	
2557	Xiahe	River	tɕh.ə	tɕʰ ə		Sagart2019	
2558	Alike	River	tɕh.ə	tɕʰ ə		Sagart2019	
2559	OldChinese	River	s.+.t.u.r.ʔ	s + t u.r ʔ		Sagart2019	
2560	OldTibetan	River	tɕʰ.u	tɕʰ u		Sagart2019	https://stan.hypotheses.org/20 for cognacy with OT
71	Gyalsumdo	Root	pat̪a	p a + t̪ a		Dhakal2024	[x]
332	Jirel	Root	tsapɹen	ts a + p.ɹ e.n		Dhakal2024	[x]
590	Kagate	Root	tsarŋe	ts a.r + ŋ e		Dhakal2024	[x]
846	Lowa	Root	tsawa	ts a + w a		Dhakal2024	[x]
1100	Nubri	Root	tsa	ts a		Dhakal2024	[x]
1350	Sherpa	Root	dzət̪ak	dz ə + t̪ a.k		Dhakal2024	[x]
1594	Tsum	Root	tɹat̪oʔ	t̪.ɹ a + t̪ o.ʔ		Dhakal2024	[x]
1856	Yolmo	Root	tsaɾki	ts a.ɾ/ɹ + k i		Dhakal2024	[x]
2561	OldTibetan	Root	r.ts.a.b.a	r.ts a + b a		Sagart2019	
2562	Xiahe	Root	h.ts.a._.p.a	h.ts a + p a		Sagart2019	!
2563	Lhasa	Root	ts.aː.⁵⁵	ts aː ⁵⁵		Sagart2019	!
2564	Batang	Root	ndʐ.ɛ.ʔ.⁵³	ⁿɖʐ ɛ.ʔ ⁵³		Sagart2019	!
2565	Alike	Root	ɣ.ts.a._.p.a	ɣ.ts a + p a		Sagart2019	!
2566	OldChinese	Root	kˤ.ə.r	kˤ ə.r		Sagart2019	
42	Gyalsumdo	Rope	t̪ʰaɡpa	t̪ʰ a.!g/k + p a		Dhakal2024	[x]
304	Jirel	Rope	t̪ʰakpa	t̪ʰ a.k + p a		Dhakal2024	[x]
563	Kagate	Rope	t̪ʰakpa	t̪ʰ a.k + p a		Dhakal2024	[x]
817	Lowa	Rope	t̪ʰaɡpa	t̪ʰ a.g/k + p a		Dhakal2024	[x]
1073	Nubri	Rope	t̪ʰaɡpa	t̪ʰ a.g/k + p a		Dhakal2024	[x]
1322	Sherpa	Rope	t̪ʰakpa	t̪ʰ a.k + p a		Dhakal2024	[x]
1567	Tsum	Rope	t̪ʰakpa	t̪ʰ a.k + p a		Dhakal2024	[x]
1828	Yolmo	Rope	t̪ʰakpa	t̪ʰ a.k + p a		Dhakal2024	[x]
2567	OldTibetan	Rope	tʰ.a.g.+.p.a	tʰ a.g + p a		Sagart2019	
2568	Lhasa	Rope	th.a.k.⁵⁵._.p.a.⁵⁵	tʰ a.k ⁵⁵ + p a ⁵⁵		Sagart2019	
2569	Batang	Rope	th.ɑ.⁵⁵.◦.p.a.⁵³	tʰ ɑ ⁵⁵ + p a ⁵³		Sagart2019	
2570	Xiahe	Rope	th.a.χ._.k.w.a	tʰ a.χ + k.w a		Sagart2019	
2571	Alike	Rope	r.n̥.e	r.n̥ e		Sagart2019	!
2572	Alike	Rope	th.o.k._.k.w.a	tʰ o.k + k.w a		Sagart2019	
2573	OldChinese	Rope	C/.ə.+.m.r.ə.ŋ	ç/k ə + m.r ə.ŋ		Sagart2019	
92	Gyalsumdo	Salt	tsʰa	tsʰ a		Dhakal2024	[x]
352	Jirel	Salt	tsʰa	tsʰ a		Dhakal2024	[x]
610	Kagate	Salt	tsʰa	tsʰ a		Dhakal2024	[x]
867	Lowa	Salt	tsʰa	tsʰ a		Dhakal2024	[x]
1120	Nubri	Salt	tsʰa	tsʰ a		Dhakal2024	[x]
1370	Sherpa	Salt	tsʰa	tsʰ a		Dhakal2024	[x]
1614	Tsum	Salt	tsʰa	tsʰ a		Dhakal2024	[x]
1876	Yolmo	Salt	tsʰa	tsʰ a		Dhakal2024	[x]
2580	OldTibetan	Salt	tsʰʷ.a	tsʷʰ a		Sagart2019	
2581	Lhasa	Salt	tsh.a.⁵⁵	tsʰ a ⁵⁵		Sagart2019	
2582	Batang	Salt	tsʰ.a.⁵³	tsʰ a ⁵³		Sagart2019	
2583	Xiahe	Salt	tsʰ.a._.k.ə	tsʰ a + k ə		Sagart2019	
2584	Alike	Salt	tsh.a._.kʰ.ə	tsʰ a + kʰ ə		Sagart2019	
2585	OldChinese	Salt	ɢ.r.o.m	ɢ.r o.m		Sagart2019	
2586	OldChinese	Salt	ɴ.+.tsˤ.a.j	ɴ + tsˤ a.j		Sagart2019	
61	Gyalsumdo	Sand	pema	p e + m a		Dhakal2024	[x]
323	Jirel	Sand	pʰesa	pʰ e + s a		Dhakal2024	[x]
581	Kagate	Sand	pema	p e + m a		Dhakal2024	[x]
836	Lowa	Sand	pema	p e + m a		Dhakal2024	[x]
1091	Nubri	Sand	pɛ̃:	p ɛ̃ː/ɛ + Ø/m Ø/a		Dhakal2024	[x]
1341	Sherpa	Sand	pʰema	pʰ e + m a		Dhakal2024	[x]
1585	Tsum	Sand	ijãʔ	i + j ã.ʔ		Dhakal2024	[x]
1847	Yolmo	Sand	pema	p e + m a		Dhakal2024	[x]
2587	OldTibetan	Sand	bʲ.e.m.a	bʲ e + m a		Sagart2019	
2588	Batang	Sand	ɕ.ɪ.¹³.◦.m.a.⁵⁵	ɕ ɪ ¹³ + m a ⁵⁵		Sagart2019	
2589	Lhasa	Sand	tɕʰ.e.¹³.◦.m.a.⁵⁵	tɕʰ e ¹³ + m a ⁵⁵		Sagart2019	
2590	Xiahe	Sand	ɕ.e._.m.a	ɕ e + m a		Sagart2019	
2591	Alike	Sand	w.ɕ.e._.m.æ	w.ɕ e + m æ		Sagart2019	!
2592	OldChinese	Sand	sˤ.r.a.j	sˤ.r a.j		Sagart2019	
172	Gyalsumdo	Seven	t̪yn	t̪ y.n		Dhakal2024	[x]
431	Jirel	Seven	nd̪uin	ⁿd/d̪ ui.n		Dhakal2024	[x]
688	Kagate	Seven	t̪in	t̪ i.n		Dhakal2024	[x]
945	Lowa	Seven	t̪yn	t̪ y.n		Dhakal2024	[x]
1194	Nubri	Seven	t̪yn̪	t̪ y.n		Dhakal2024	[x]
1445	Sherpa	Seven	d̪in	d̪ i.n		Dhakal2024	[x]
1688	Tsum	Seven	t̪un	t̪ u.n		Dhakal2024	[x]
1950	Yolmo	Seven	t̪in	t̪ i.n		Dhakal2024	[x]
2593	OldTibetan	Seven	b.d.u.n	b.d u.n		Sagart2019	
2594	Lhasa	Seven	t.ỹ.∼.¹³	t ỹ ¹³		Sagart2019	! ∼
2595	Batang	Seven	d.ỹ.∼.⁵⁵	d ỹ ⁵⁵		Sagart2019	!?∼
2596	Xiahe	Seven	d.ə.n	d ə.n		Sagart2019	
2597	Alike	Seven	w.d.ə.n	w.d ə.n		Sagart2019	!
2598	OldChinese	Seven	tsʰ.i.t	tsʰ i.t		Sagart2019	
149	Gyalsumdo	Short	t̪øma	t̪ ø + m a		Dhakal2024	[x]
407	Jirel	Short	t̪ʰumma	t̪ʰ u.m + m a		Dhakal2024	[x]
666	Kagate	Short	t̪ʰimi	t̪ʰ i + m i		Dhakal2024	[x]
922	Lowa	Short	t̪uŋwa	t̪ u.ŋ + w a		Dhakal2024	[x]
1172	Nubri	Short	t̪ɛ̃n̪d̪ɛ̃	t̪ ɛ̃ + ⁿd̪/d̪ !ɛ̃/ɛ		Dhakal2024	[x]
1423	Sherpa	Short	t̪ʰinme	t̪ʰ i.n + m e		Dhakal2024	[x]
1666	Tsum	Short	t̪ʰyma	t̪ʰ y + m a		Dhakal2024	[x]
1928	Yolmo	Short	t̪ʰemu	t̪ʰ e + m u		Dhakal2024	[x]
2599	OldTibetan	Short	tʰ.u.ŋ	tʰ u.ŋ		Sagart2019	
2600	Alike	Short	th.o.ŋ	tʰ o.ŋ		Sagart2019	
2601	Xiahe	Short	th.o.ŋ._.th.o.ŋ	tʰ o.ŋ + tʰ o.ŋ		Sagart2019	
2602	Batang	Short	th.ũ.∼.¹³.◦.th.ũ.∼.⁵⁵	tʰ ũ ¹³ + tʰ ũ ⁵⁵		Sagart2019	
2603	Lhasa	Short	th.ỹ.∼.⁵⁵.◦.th.ỹ.∼.⁵⁵	tʰ ỹ ⁵⁵ + tʰ ỹ ⁵⁵		Sagart2019	! ∼
2604	OldChinese	Short	tˤ.o.r.ʔ	tˤ o.r ʔ		Sagart2019	
170	Gyalsumdo	Six	tuk	!t̪/t̪ʰ u.k		Dhakal2024	[x]
171	Gyalsumdo	Six	tʰuk	t̪ʰ u.k		Dhakal2024	[x]
430	Jirel	Six	tʰok	t̪ʰ o.k		Dhakal2024	[x]
687	Kagate	Six	tuk	t̪ u.k		Dhakal2024	[x]
943	Lowa	Six	tuk	t̪ u.k		Dhakal2024	[x]
944	Lowa	Six	tʰɹuk	t̪ʰ.ɾ u.k		Dhakal2024	[x]
1193	Nubri	Six	tuk	t̪ u.k		Dhakal2024	[x]
1444	Sherpa	Six	tʰuk	t̪ʰ u.k		Dhakal2024	[x]
1687	Tsum	Six	tɹu	t̪.ɹ u		Dhakal2024	[x]
1949	Yolmo	Six	tu	t̪ u		Dhakal2024	[x]
2605	OldTibetan	Six	d.r.u.g	d.r u.g		Sagart2019	
2606	Lhasa	Six	tʂh.u.¹³²	ʈʂʰ u ¹³²		Sagart2019	
2607	Batang	Six	tʂ.u.ʔ.²³¹	ʈʂ u.ʔ ²³¹		Sagart2019	
2608	Alike	Six	tʂ.u.k	ʈʂ u.k		Sagart2019	
2609	Xiahe	Six	tʂ.ə.χ	ʈʂ ə.χ		Sagart2019	
2610	OldChinese	Six	k.r.u.k	k.r u.k		Sagart2019	
22	Gyalsumdo	Skin	paɡpa	p a.g/k + p a		Dhakal2024	[x]
23	Gyalsumdo	Skin	poɡo	p o + g o		Dhakal2024	[x]
286	Jirel	Skin	kokt̪en	k o.k + t̪ e.n		Dhakal2024	[x]
546	Kagate	Skin	koba	k o + b a		Dhakal2024	[x]
799	Lowa	Skin	pawo	p a + w o		Dhakal2024	[x]
1056	Nubri	Skin	pau	p a + !Ø/w !u/o		Dhakal2024	[x]
1304	Sherpa	Skin	kwa	!kʷ/k !Ø/o + !Ø/w a		Dhakal2024	[x]
1549	Tsum	Skin	koa	k o + !Ø/w a		Dhakal2024	[x]
1811	Yolmo	Skin	pawa	p a + w a		Dhakal2024	[x]
2611	OldTibetan	Skin	l.p.a.g.s	l.p a.g s		Sagart2019	
2612	Batang	Skin	xh.a.⁵⁵.◦.p.ɑ.⁵³	xʰ a ⁵⁵ + p ɑ ⁵³		Sagart2019	?
2613	Lhasa	Skin	p.a.k.⁵⁵.◦.p.a.⁵⁵	p a.k ⁵⁵ + p a ⁵⁵		Sagart2019	
2614	Xiahe	Skin	h.tɕ.ə._.m.o	h.tɕ ə + m o		Sagart2019	!
2615	OldChinese	Skin	m.+.p.a.j	m + p a.j		Sagart2019	(animal)
2616	OldChinese	Skin	p.r.a	p.r a		Sagart2019	(human), cf. WT lpags
50	Gyalsumdo	Sky	nam	n a.m		Dhakal2024	[x]
311	Jirel	Sky	n̪am	!n̪/n a.m		Dhakal2024	[x]
570	Kagate	Sky	nam	n a.m		Dhakal2024	[x]
824	Lowa	Sky	nam	n a.m		Dhakal2024	[x]
1080	Nubri	Sky	nam	n a.m		Dhakal2024	[x]
1329	Sherpa	Sky	nam	n a.m		Dhakal2024	[x]
1574	Tsum	Sky	n̪am	!n̪/n a.m		Dhakal2024	[x]
1835	Yolmo	Sky	n̪əm	!n̪/n ə.m		Dhakal2024	[x]
2617	OldTibetan	Sky	g.n.a.m	g.n a.m		Sagart2019	
2618	Lhasa	Sky	n.a.m.¹³.◦.kʰ.a.⁵⁵	n a.m ¹³ + kʰ a ⁵⁵		Sagart2019	
2619	Batang	Sky	n.ã.∼.⁵⁵	n ã ⁵⁵		Sagart2019	
2620	Lhasa	Sky	n.a.m.⁵⁵	n a.m ⁵⁵		Sagart2019	
2621	Xiahe	Sky	h.n.a.m	h.n a.m		Sagart2019	
2622	Alike	Sky	ɣ.n.a.m	ɣ.n a.m		Sagart2019	
2623	OldChinese	Sky	l̥ˤ.i.n	l̥ˤ i.n		Sagart2019	
157	Gyalsumdo	Small	tɕema	!tɕ/tɕʰ e + m a		Dhakal2024	tɕʰuŋ «small»
416	Jirel	Small	tikti	t̪ i.k + t̪ i		Dhakal2024	tɕʰuŋ «small»
674	Kagate	Small	tɕʰimi	tɕʰ i + m i		Dhakal2024	tɕʰuŋ «small»
930	Lowa	Small	tɕuŋwa	tɕ u.ŋ + w a		Dhakal2024	tɕʰuŋ «small»
1180	Nubri	Small	tɛtɛ	t̪ ɛ + t̪ ɛ		Dhakal2024	tɕʰuŋ «small»
1431	Sherpa	Small	tikpe	t̪ i.k + p e		Dhakal2024	tɕʰuŋ «small»
1674	Tsum	Small	tɕʰyma	tɕʰ y + m a		Dhakal2024	tɕʰuŋ «small»
1936	Yolmo	Small	tsemu	ts e + m u		Dhakal2024	tɕʰuŋ «small»
2631	OldTibetan	Small	tɕʰ.u.ŋ	tɕʰ u.ŋ		Sagart2019	
2632	Xiahe	Small	tɕh.o.ŋ._.w.o	tɕʰ o.ŋ + w o		Sagart2019	
2633	Lhasa	Small	tɕʰ.ỹ.∼.⁵⁵.◦.tɕʰ.ỹ.∼.⁵⁵	tɕʰ ỹ ⁵⁵ + tɕʰ ỹ ⁵⁵		Sagart2019	! ∼
2634	Alike	Small	tɕh.o.ŋ	tɕʰ o.ŋ		Sagart2019	
2635	Batang	Small	tɕʰ.ũ.∼.¹³.◦.tɕʰ.ũ.∼.⁵⁵	tɕʰ ũ ¹³ + tɕʰ ũ ⁵⁵		Sagart2019	
2636	OldChinese	Small	s.e.w.ʔ	s e.w ʔ		Sagart2019	!remove!
2637	OldChinese	Small	sˤ.e.+.s	sˤ e + s		Sagart2019	
2638	OldChinese	Small	m.ə.j	m ə.j		Sagart2019	
106	Gyalsumdo	Snake	tul	t̪ u.l		Dhakal2024	[x]
367	Jirel	Snake	ɹul	ɹ u.l		Dhakal2024	[x]
623	Kagate	Snake	prul	p.r u.l		Dhakal2024	sbrul «GiftSchlange»
880	Lowa	Snake	tu	t̪ u		Dhakal2024	[x]
881	Lowa	Snake	tʰu	!tʰ/t̪ u		Dhakal2024	[x]
1133	Nubri	Snake	tul	t̪ u.l		Dhakal2024	[x]
1383	Sherpa	Snake	dul	d̪ u.l		Dhakal2024	[x]
1627	Tsum	Snake	tɹul	t̪.ɹ u.l		Dhakal2024	[x]
1889	Yolmo	Snake	pɹul	p.ɹ u.l		Dhakal2024	sbrul «GiftSchlange»
2639	OldTibetan	Snake	s.b.r.u.l	s.b.r u.l		Sagart2019	
2640	Alike	Snake	r.b.u	r.b u		Sagart2019	!
2641	Lhasa	Snake	tʂ.y.¹³	ʈʂ y ¹³		Sagart2019	
2642	Batang	Snake	dʐ.y.⁵⁵	ɖʐ y ⁵⁵		Sagart2019	
2643	Xiahe	Snake	r.u	r u		Sagart2019	
2644	OldChinese	Snake	C/.ə.+.l.ᴀ.j	ç/k ə + l ɑ̟.j		Sagart2019	
122	Gyalsumdo	Son	pitsa	p i + ts a		Dhakal2024	[x]
383	Jirel	Son	pʰudʑuŋ	pʰ u + dʑ u.ŋ		Dhakal2024	[x]
639	Kagate	Son	pu	p u		Dhakal2024	[x]
896	Lowa	Son	pidza	p i + dz a		Dhakal2024	[x]
1148	Nubri	Son	puh	p u.h		Dhakal2024	[x]
1399	Sherpa	Son	pʰudʑjuŋ	pʰ u + dʑ.j u.ŋ		Dhakal2024	[x]
1642	Tsum	Son	pu	p u		Dhakal2024	[x]
1904	Yolmo	Son	pu	p u		Dhakal2024	[x]
2645	Lhasa	Son	ph.u.¹³	pʰ u ¹³		Sagart2019	
2646	Batang	Son	p.ᴜ.²³¹	p u ²³¹		Sagart2019	
2647	Xiahe	Son	ɕ.ə._.l.ə	ɕ ə + l ə		Sagart2019	
2648	Alike	Son	ɕ.ə._.l.ə	ɕ ə + l ə		Sagart2019	
2649	OldChinese	Son	ts.ə.ʔ	ts ə ʔ		Sagart2019	
2650	OldTibetan	Son	b.u	b u		Sagart2019	
111	Gyalsumdo	Spider	palba	p a.l + b a		Dhakal2024	[x]
372	Jirel	Spider	ŋɡwãpali	ⁿg/g.w ã + p a + l i		Dhakal2024	[x]
628	Kagate	Spider	kiɡor	k i + g o.r		Dhakal2024	[x]
885	Lowa	Spider	mbut̪om	ⁿb/b u + t̪ o.m		Dhakal2024	[x]
1137	Nubri	Spider	pabla	p a.bl/l + !Ø/b a		Dhakal2024	[x]
1388	Sherpa	Spider	bəldzjaŋ	b ə.l + dz.j a.ŋ		Dhakal2024	[x]
1631	Tsum	Spider	tɹaula	t̪.ɹ au + l a		Dhakal2024	[x]
1893	Yolmo	Spider	ɕwabu	ɕ.w a + b u		Dhakal2024	[x]
2651	OldTibetan	Spider	s.d.o.m	s.d o.m		Sagart2019	
2652	Batang	Spider	dʐ.a.⁵³.◦.k.a.⁵⁵.◦.r.a.⁵³	ɖʐ a ⁵³ + k a ⁵⁵ + r a ⁵³		Sagart2019	
2653	Lhasa	Spider	t.o.m.¹³	t o.m ¹³		Sagart2019	
2654	Xiahe	Spider	d.o.m	d o.m		Sagart2019	
2655	Alike	Spider	n.g.o.ŋ._.ŋ.o._.n.a.k._.r.b.ə.t	n.g o.ŋ + ŋ o + n a.k + r.b ə.t		Sagart2019	!
2656	OldChinese	Spider	t.r.e.+.t.r.o	t.r e + t.r o		Sagart2019	
51	Gyalsumdo	Star	kaɹma	k a.ɹ + m a		Dhakal2024	s.k a.r
312	Jirel	Star	kaɹma	k a.ɹ + m a		Dhakal2024	s.k a.r
571	Kagate	Star	karma	k a.r + m a		Dhakal2024	s.k a.r
825	Lowa	Star	kaɹma	k aɹ/a + m a		Dhakal2024	s.k a.r
1081	Nubri	Star	kaɹma	k a.ɹ + m a		Dhakal2024	s.k a.r
1330	Sherpa	Star	kərma	k ə/a.r + m a		Dhakal2024	s.k a.r
1331	Sherpa	Star	kərdzjaŋ	k ə/a.r + dz.j a.ŋ		Dhakal2024	s.k a.r
1575	Tsum	Star	kaɹma	k a.ɹ + m a		Dhakal2024	s.k a.r
1836	Yolmo	Star	kəɾma	k ə/a.ɾ/ɹ + m a		Dhakal2024	s.k a.r
2657	OldTibetan	Star	s.k.a.r.m.a	s.k a.r + m a		Sagart2019	
2658	Batang	Star	m.a.⁵⁵.◦.m.a.⁵³	m a ⁵⁵ + m a ⁵³		Sagart2019	
