ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS_IN_SOURCE	TOKENS	COGID
1144	Nubri	Older brother	tɕi	tɕi	tɕ i	tɕ i	
1145	Nubri	Younger brother	n̪u	n̪u	!n̪/n u	!n̪/n u	
1146	Nubri	Older sister	jei	jei	j e i	j e.i	
1147	Nubri	Younger sister	n̪u	n̪u	!n̪/n u	!n̪/n u	
1148	Nubri	Son	puh	puh	p u h	p u.h	1403
1149	Nubri	Daughter	poõ	poõ	p o/u Ø/h + Ø/m õ/o	p o/u.Ø/h + Ø/m õ/o	1227
1150	Nubri	Husband	kʰjoka	kʰjoka	kʰ j o + k a	kʰ.j o + k a	1304
1151	Nubri	Wife	ɕɛt̪aŋ	ɕɛt̪aŋ	ɕ ɛ + t̪ a ŋ	ɕ ɛ + t̪ a.ŋ	1125
1152	Nubri	Boy	puh	puh	p u h	p u.h	
1153	Nubri	Girl	poõ	poõ	p o/u Ø/h + Ø/m õ/o	p o/u.Ø/h + Ø/m õ/o	
1154	Nubri	Day	ɲin̪	ɲin̪	ɲ i + n !Ø/ə	ɲ i + n !Ø/ə	
1155	Nubri	Night	tsʰen̪	tsʰen̪	tsʰ e + n !Ø/ə	tsʰ e + n !Ø/ə	
1156	Nubri	Morning	tõŋkõ	tõŋkõ	t̪ !õ/o ŋ + k !õ/o	t̪ !õ/o.ŋ + k !õ/o	507
1157	Nubri	Noon	n̪iŋkũ	n̪iŋkũ	!n̪/ɲ i + !ŋ/m !Ø/a + k !ũ/u	!n̪/ɲ i + !ŋ/m !Ø/a + k !ũ/u	
1158	Nubri	Evening	koŋmo	koŋmo	k o ŋ + m o	k o.ŋ + m o	
1159	Nubri	Yesterday	t̪aŋ	t̪aŋ	t̪ a ŋ	t̪ a.ŋ	1151
1160	Nubri	Today	t̪iɹiŋ	t̪iɹiŋ	t̪ i + ɹ i ŋ	t̪ i + ɹ i.ŋ	1438
1161	Nubri	Tomorrow	ŋaɹo	ŋaɹo	ŋ a !Ø/ɹ + ɹ o	ŋ a.!Ø/ɹ + ɹ o	1028
1162	Nubri	Week	t̪ʏntʰaʔ	t̪ʏntʰaʔ	t̪ ʏ n + t̪ʰ a ʔ	t̪ ʏ.n + t̪ʰ a.ʔ	
1163	Nubri	Month	t̪ah	t̪ah	t̪ !ah/a	t̪ !ah/a	
1164	Nubri	Year	lo	lo	l o	l o	1494
1165	Nubri	Old	ɲiŋpa	ɲiŋpa	ɲ i ŋ + p a	ɲ i.ŋ + p a	
1166	Nubri	New	sampa	sampa	s a + ⁿp/p a	s a + ⁿp/p a	1349
1167	Nubri	Good	koŋ	koŋ	k o ŋ	k o.ŋ	335
1168	Nubri	Bad	ɦawɛ	ɦawɛ	ɦ a + w ɛ	ɦ a + w ɛ	40
1169	Nubri	Wet	lompa	lompa	l o m + p a	l o.m + p a	1462
1170	Nubri	Dry	kombo	kombo	k o m + b o	k o.m + b o	1234
1171	Nubri	Long	ɹiŋpo	ɹiŋpo	ɹ i ŋ + p o	ɹ i.ŋ + p o	1321
1172	Nubri	Short	t̪ɛ̃n̪d̪ɛ̃	t̪ɛ̃n̪d̪ɛ̃	t̪ ɛ̃ + ⁿd̪/d̪ !ɛ̃/ɛ	t̪ ɛ̃ + ⁿd̪/d̪ !ɛ̃/ɛ	1386
1173	Nubri	Hot	tsʰawo	tsʰawo	tsʰ a + w o	tsʰ a + w o	1296
1174	Nubri	Cold	taŋmo	taŋmo	t̪ a ŋ + m o	t̪ a.ŋ + m o	179
1175	Nubri	Right	je	je	j e	j e	1365
1176	Nubri	Left	jon̪	jon̪	j o n	j o.n	1317
1177	Nubri	Near	t̪ʰaɲiw	t̪ʰaɲiw	t̪ʰ a + ɲ i w	t̪ʰ a + ɲ i.w	1345
1178	Nubri	Far	t̪ʰaɹiŋpo	t̪ʰaɹiŋpo	t̪ʰ a + ɹ i ŋ + p o	t̪ʰ a + ɹ i.ŋ + p o	1247
1179	Nubri	Big	tɕjɔ̃mpu	tɕjɔ̃mpu	tɕʰj/tɕʰ !ɔ̃/ɔ + ⁿp/p u	tɕʰj/tɕʰ !ɔ̃/ɔ + ⁿp/p u	1195
1180	Nubri	Small	tɛtɛ	tɛtɛ	t̪ ɛ + t̪ ɛ	t̪ ɛ + t̪ ɛ	14
1181	Nubri	Heavy	tsʰint̪i	tsʰint̪i	!tsʰ/tɕ i + ⁿt̪/t̪ i	!tsʰ/tɕ i + ⁿt̪/t̪ i	1290
1182	Nubri	Light	jaŋpo	jaŋpo	j a ŋ + p o	j a.ŋ + p o	1319
1183	Nubri	Above	kaŋ	kaŋ	k a ŋ	k a.ŋ	6
1184	Nubri	Below	ɦo	ɦo	ɦ o	ɦ o	
1185	Nubri	White	kaɹpo	kaɹpo	k a ɹ + p o	k a.ɹ + p o	1472
1186	Nubri	Black	n̪akpo	n̪akpo	!n̪/n a k + p o	!n̪/n a.k + p o	1203
1187	Nubri	Red	maɹpo	maɹpo	m a ɹ + p o	m a.ɹ + p o	1360
1188	Nubri	One	tɕik	tɕik	tɕ i k	tɕ i.k	1354
1189	Nubri	Two	ɲi	ɲi	ɲ i	ɲ i	1452
1190	Nubri	Three	sum	sum	s u m	s u.m	1433
1191	Nubri	Four	ɕi	ɕi	ɕ i	ɕ i	1230
1192	Nubri	Five	ŋa	ŋa	ŋ a	ŋ a	1310
1193	Nubri	Six	tuk	tuk	t̪ u k	t̪ u.k	1388
1194	Nubri	Seven	t̪yn̪	t̪yn̪	t̪ y n	t̪ y.n	1384
1195	Nubri	Eight	ke	ke	k e	k e	1245
1196	Nubri	Eight	kxe	kxe	!kx/k e	!kx/k e	1245
1197	Nubri	Nine	ku	ku	k u	k u	1351
1198	Nubri	Ten	tɕju	tɕju	tɕj/tɕ u	tɕj/tɕ u	1422
1199	Nubri	Eleven	tɕjudʑik	tɕjudʑik	tɕj/tɕ u + !dʑ/tɕ i k	tɕj/tɕ u + !dʑ/tɕ i.k	
1200	Nubri	Twelve	tɕjuɲi	tɕjuɲi	tɕj/tɕ u + ɲ i	tɕj/tɕ u + ɲ i	
1201	Nubri	Twenty	ɲiɕu	ɲiɕu	ɲ i + ɕ/tɕ u	ɲ i + ɕ/tɕ u	1451
1202	Nubri	One Hundred	kjat̪ʰamba	kjat̪ʰamba	k j a + t̪ʰ a m + b a	k.j a + t̪ʰ a.m + b a	1303
1203	Nubri	Who	su	su	s u	s u	1474
1204	Nubri	What	tɕi	tɕi	tɕ i	tɕ i	1464
1205	Nubri	Where	kønt̪a	kønt̪a	k ø n + t̪ a	k ø.n + t̪ a	1100
1206	Nubri	When	n̪am	n̪am	!n̪/n a m	!n̪/n a.m	
1207	Nubri	How many	maŋlo	maŋlo	m a ŋ + l o	m a.ŋ + l o	
1208	Nubri	Which	køn̪d̪i	køn̪d̪i	k ø n + d̪ i	k ø.n + d̪ i	
1209	Nubri	This	t̪i	t̪i	!t̪/d̪ i	!t̪/d̪ i	1428
1210	Nubri	This	d̪i	d̪i	d̪ i	d̪ i	1428
1211	Nubri	That	pʰu	pʰu	pʰ u	pʰ u	118
1212	Nubri	These	t̪id̪o	t̪id̪o	t̪ i + d̪ o	t̪ i + d̪ o	
1213	Nubri	Those	pʰud̪o	pʰud̪o	pʰ u + d̪ o	pʰ u + d̪ o	
1214	Nubri	Same	tɕɔtɕo	tɕɔtɕo	tɕ ɔ + tɕ o	tɕ ɔ + tɕ o	
1215	Nubri	Different	alak	alak	a + l a k	a + l a.k	
1216	Nubri	Whole	tɕjapt̪a	tɕjapt̪a	tɕj/tɕ a p + t̪ a	tɕj/tɕ a.p + t̪ a	
1217	Nubri	Broken	tɕʰjakjo	tɕʰjakjo	tɕʰj/tɕʰ a k + j o	tɕʰj/tɕʰ a.k + j o	
1218	Nubri	Few	alajili	alajili	a + l a + j i + l i	a + l a + j i + l i	
1219	Nubri	Many	aŋsaŋ	aŋsaŋ	a ŋ + s a ŋ	a.ŋ + s a.ŋ	477
1220	Nubri	All	tɕjapt̪a	tɕjapt̪a	tɕj/tɕ a p + t̪ a	tɕj/tɕ a.p + t̪ a	10
1221	Nubri	To eat	seji	seji	s e + j i	s e + j i	1240
1222	Nubri	To bite	soɡjap	soɡjap	s o + g j a p	s o + g.j a.p	1198
1223	Nubri	To be hungry	topat̪ɔ	topat̪ɔ	!t/t̪ o + p a + t̪ ɔ	!t/t̪ o + p a + t̪ ɔ	
1224	Nubri	To drink	t̪ʰuŋ	t̪ʰuŋ	t̪ʰ u ŋ	t̪ʰ u.ŋ	1232
1225	Nubri	To be thirsty	kʰakom	kʰakom	kʰ a + k o m	kʰ a + k o.m	
1226	Nubri	To sleep	ɲal	ɲal	ɲ a l	ɲ a.l	1394
1227	Nubri	To lie	ɲe	ɲe	ɲ e	ɲ e	
1228	Nubri	To sit	t̪e	t̪e	t̪ e	t̪ e	
1229	Nubri	To give	t̪e	t̪e	t̪ e	t̪ e	1268
1230	Nubri	To burn	hɹø	hɹø	h ɹ ø	h.ɹ ø	
1231	Nubri	To die	ɕi	ɕi	ɕ i	ɕ i	1230
1232	Nubri	To kill	se	se	s e	s e	1311
1233	Nubri	To fly	pʰuɹ	pʰuɹ	pʰ u ɹ	pʰ u.ɹ	1259
1234	Nubri	To walk	kombaɡjap	kombaɡjap	k o m + b a g/k + j a p	k o.m + b a.g/k + j a.p	1013
1235	Nubri	To run	lat̪aŋ	lat̪aŋ	l a + t̪ a ŋ	l a + t̪ a.ŋ	7
1236	Nubri	To go	to	to	!t/t̪ o	!t/t̪ o	
1237	Nubri	To come	oŋ	oŋ	o ŋ	o.ŋ	1223
1238	Nubri	To speak	ɕe	ɕe	ɕ e	ɕ e	
1239	Nubri	To speak	lab	lab	l a b	l a.b	
1240	Nubri	To hear/listen	ɲin̪	ɲin̪	ɲ i n	ɲ i.n	
1241	Nubri	To look	t̪eji	t̪eji	t̪ e + j i	t̪ e + j i	
1242	Nubri	I	ŋa	ŋa	ŋ a	ŋ a	1310
1243	Nubri	You (informal)	kʰjo	kʰjo	kʰ j o	kʰ.j o	1430
1244	Nubri	You (formal)	kʰjoɹaŋ	kʰjoɹaŋ	kʰ j o + ɹ a ŋ	kʰ.j o + ɹ a.ŋ	
1245	Nubri	He	kʰo	kʰo	kʰ o	kʰ o	
1246	Nubri	She	mo	mo	m o	m o	
1247	Nubri	We (inclusive)	woɹoŋd̪o	woɹoŋd̪o	w o + ɹ o ŋ + d̪ o	w o + ɹ o.ŋ + d̪ o	1066
1248	Nubri	We (exclusive)	ɲeɹaŋd̪o	ɲeɹaŋd̪o	ɲ e + ɹ a ŋ + d̪ o	ɲ e + ɹ a.ŋ + d̪ o	
1249	Nubri	You (plural)	kʰed̪o	kʰed̪o	kʰ e + d̪ o	kʰ e + d̪ o	1160
1250	Nubri	They	kʰuŋd̪o	kʰuŋd̪o	kʰ u ŋ + d̪ o	kʰ u.ŋ + d̪ o	
1251	Nubri	Flour (eaten as food)	pʰe	pʰe	pʰ e	pʰ e	
1252	Nubri	Hailstone	kʰaɕjol	kʰaɕjol	kʰ a + ɕ j o l	kʰ a + ɕ.j o.l	349
1253	Nubri	Intestine	kjõ	kjõ	k j !Ø/u + !Ø/m !õ/o	k.j !Ø/u + !Ø/m !õ/o	
1254	Nubri	Yard	kjaŋ	kjaŋ	k j a ŋ	k.j a.ŋ	
1255	Nubri	To uproot	kɔ	kɔ	k ɔ	k ɔ	
1256	Nubri	Oven	t̪ʰap	t̪ʰap	t̪ʰ a p	t̪ʰ a.p	
1257	Nubri	Heel	kaŋbat̪ʰil	kaŋbat̪ʰil	k a ŋ + b a + t̪ʰ i l	k a.ŋ + b a + t̪ʰ i.l	
1258	Nubri	Spade	t̪otse	t̪otse	t̪ o + ts e	t̪ o + ts e	
1259	Nubri	Horse	t̪a	t̪a	t̪ a	t̪ a	1294
1260	Nubri	Load	kʰurpu	kʰurpu	kʰ u ɹ + p u	kʰ u.ɹ + p u	
1261	Nubri	To plough	mo	mo	m o	m o	
1262	Nubri	Bond	kamkja	kamkja	k a m + k j a	k a.m + k.j a	
1263	Nubri	Beam (main wooden beam)	kuŋɕiŋ	kuŋɕiŋ	k u ŋ + ɕ i ŋ	k u.ŋ + ɕ i.ŋ	
1264	Nubri	Rope used to tie animals	hɹeli	hɹeli	h ɹ e !Ø/l + l i	h.ɹ e.!Ø/l + l i	
1265	Nubri	Beard	kʰeu	kʰeu	kʰ eu	kʰ eu	
1266	Nubri	To measure	t̪ab	t̪ab	t̪ a b	t̪ a.b	
1267	Nubri	Plank	paŋlep	paŋlep	p a ŋ + l e p	p a.ŋ + l e.p	
1268	Nubri	Hole	hoɡt̪uŋ	hoɡt̪uŋ	h o g/k + t̪ u ŋ	h o.g/k + t̪ u.ŋ	
1269	Nubri	Plough (noun)	t̪ʰuŋpa	t̪ʰuŋpa	t̪ʰ u ŋ + p a	t̪ʰ u.ŋ + p a	
1270	Nubri	Lid (cover)	kʰaptɕuk	kʰaptɕuk	kʰ a p + tɕ u k	kʰ a.p + tɕ u.k	
1271	Nubri	Handle	jo	jo	j o	j o	
1272	Nubri	Bear	t̪om	t̪om	t̪ o m	t̪ o.m	
1273	Nubri	Ghost	hlent̪i	hlent̪i	h l e n + t̪ i	h.l e.n + t̪ i	
1274	Nubri	Manure	ly	ly	l y	l y	
1275	Nubri	Bread	kʰoɹa	kʰoɹa	kʰ o + ɹ a	kʰ o + ɹ a	
1276	Nubri	Corpse	hɹo	hɹo	h ɹ o	h.ɹ o	
1277	Nubri	Pig	pʰa	pʰa	pʰ a	pʰ a	1356
1278	Nubri	Grains	tu	tu	!t/t̪ u	!t/t̪ u	
1279	Nubri	Stick	pikpa	pikpa	p i k + p a	p i.k + p a	762
1280	Nubri	Stick	peɹka	peɹka	p e ɹ + k a	p e.ɹ + k a	762
1281	Nubri	Sweat	ŋulna	ŋulna	ŋ u l + n a	ŋ u.l + n a	
1282	Nubri	Sweat	ŋylna	ŋylna	ŋ y l + n a	ŋ y.l + n a	
1283	Nubri	To chew	muɹ	muɹ	m u ɹ	m u.ɹ	1214
1284	Nubri	To swallow	mikʰ	mikʰ	m i !kʰ/k	m i.!kʰ/k	
1285	Nubri	To throw	juk	juk	j u k	j u.k	178
1286	Sherpa	Body	dzubu	dzubu	dz u + b u	dz u + b u	
1287	Sherpa	Head	ɡo	ɡo	g o	g o	1284
1288	Sherpa	Hair	hɹa	hɹa	h ɹ a	h.ɹ a	1282
1289	Sherpa	Face	ŋot̪oŋ	ŋot̪oŋ	ŋ o + t̪ o ŋ	ŋ o + t̪ o.ŋ	
1290	Sherpa	Eye	mik	mik	m i k	m i.k	1246
1291	Sherpa	Ear	namdzjok	namdzjok	n a m + !dzj/dʑ o k	n a.m + !dzj/dʑ o.k	1238
1292	Sherpa	Nose	nəu	nəu	n əu	n əu	1352
1293	Sherpa	Mouth	kʰa	kʰa	kʰ a	kʰ a	1340
1294	Sherpa	Teeth	sa	sa	s a	s a	1446
1295	Sherpa	Tongue	tɕjalak	tɕjalak	tɕj/tɕ a + l a k	tɕj/tɕ a + l a.k	1444
1296	Sherpa	Breast	oma	oma	o + m a	o + m a	1211
1297	Sherpa	Belly	tʰopa	tʰopa	t̪ʰ o + p a	t̪ʰ o + p a	1193
1298	Sherpa	Arm/Hand	laɡpa	laɡpa	l a g/k + p a	l a.g/k + p a	
1299	Sherpa	Elbow	laɡpatsʰi	laɡpatsʰi	l a g/k + p a + tsʰ i	l a.g/k + p a + tsʰ i	
1300	Sherpa	Palm	laɡpa	laɡpa	l a g/k + p a	l a.g/k + p a	
1301	Sherpa	Finger	t̪ʰept̪ok	t̪ʰept̪ok	t̪ʰ e p + t̪ o k	t̪ʰ e.p + t̪ o.k	
1302	Sherpa	Fingernail	seɹmoŋ	seɹmoŋ	s e ɹ + m o ŋ	s e.ɹ + m o.ŋ	
1303	Sherpa	Leg	kaŋba	kaŋba	k a ŋ + b a	k a.ŋ + b a	
1304	Sherpa	Skin	kwa	kwa	!kʷ/k !Ø/o + !Ø/w a	!kʷ/k !Ø/o + !Ø/w a	726
1305	Sherpa	Bone	ɹukjok	ɹukjok	ɹ u + k j o k	ɹ u + k.j o.k	1208
1306	Sherpa	Heart	ɲiŋ	ɲiŋ	ɲ i ŋ	ɲ i.ŋ	1288
1307	Sherpa	Blood	tʰak	tʰak	t̪ʰ a k	t̪ʰ a.k	1206
1308	Sherpa	Urine	tsiŋ	tsiŋ	ts i ŋ	ts i.ŋ	
1309	Sherpa	Faeces	kjakpa	kjakpa	k j a k + p a	k.j a.k + p a	
1310	Sherpa	Village	iul	iul	i/j u l	i/j u.l	
1311	Sherpa	Village	jul	jul	j u l	j u.l	
1312	Sherpa	House	kʰaŋba	kʰaŋba	kʰ a ŋ + b a	kʰ a.ŋ + b a	1301
1313	Sherpa	Roof	t̪ʰok	t̪ʰok	t̪ʰ o k	t̪ʰ o.k	
1314	Sherpa	Door	ɡo	ɡo	g o	g o	
1315	Sherpa	Firewood	ɕiŋ	ɕiŋ	ɕ i ŋ	ɕ i.ŋ	1254
1316	Sherpa	Broom	komi	komi	k o + m i	k o + m i	
1317	Sherpa	Mortar	ɡokjo	ɡokjo	g o + k j o	g o + k.j o	
1318	Sherpa	Pestle	tsʰart̪um	tsʰart̪um	tsʰ a r + t̪ u m	tsʰ a.r + t̪ u.m	
1319	Sherpa	Hammer	t̪ʰoa	t̪ʰoa	t̪ʰ o + !Ø/w a	t̪ʰ o + !Ø/w a	
1320	Sherpa	Knife	tʰitɕjuŋ	tʰitɕjuŋ	t̪ʰ i + tɕ j u ŋ	t̪ʰ i + tɕ.j u.ŋ	1313
1321	Sherpa	Axe	t̪əɹi	t̪əɹi	t̪ ə + ɹ i	t̪ ə + ɹ i	
1322	Sherpa	Rope	t̪ʰakpa	t̪ʰakpa	t̪ʰ a k + p a	t̪ʰ a.k + p a	1374
1323	Sherpa	Thread	rut̪ak	rut̪ak	r u + t̪ a k	r u + t̪ a.k	
1324	Sherpa	Needle	kʰap	kʰap	kʰ a p	kʰ a.p	1348
1325	Sherpa	Cloth	madzja	madzja	m a + dz j a	m a + dz.j a	
1326	Sherpa	Ring	sert̪ub	sert̪ub	s e r + t̪ u b	s e.r + t̪ u.b	
1327	Sherpa	Sun	ɲima	ɲima	ɲ i + m a	ɲ i + m a	1418
1328	Sherpa	Moon	əud̪əkar	əud̪əkar	əu + d̪ ə + g/k a r	əu + d̪ ə + g/k a.r	1327
1329	Sherpa	Sky	nam	nam	n a m	n a.m	1392
1330	Sherpa	Star	kərma	kərma	k ə/a r + m a	k ə/a.r + m a	1410
1331	Sherpa	Star	kərdzjaŋ	kərdzjaŋ	k ə/a r + dz j a ŋ	k ə/a.r + dz.j a.ŋ	1410
1332	Sherpa	Rain	tɕjarpa	tɕjarpa	tɕ j a r + p a	tɕ.j a.r + p a	
1333	Sherpa	Water	tɕʰju	tɕʰju	tɕʰj/tɕʰ u	tɕʰj/tɕʰ u	1458
1334	Sherpa	River	tsəŋbu	tsəŋbu	ts ə ŋ + b u	ts ə.ŋ + b u	1368
1335	Sherpa	Cloud	mukpa	mukpa	m u k + p a	m u.k + p a	176
1336	Sherpa	Lightening	tsilam	tsilam	ts i + l a m	ts i + l a.m	
1337	Sherpa	Rainbow	dza	dza	dz a	dz a	1358
1338	Sherpa	Wind	luŋ	luŋ	l u ŋ	l u.ŋ	1485
1339	Sherpa	Stone	d̪o	d̪o	d̪ o	d̪ o	1416
1340	Sherpa	Path	lam	lam	l a m	l a.m	
1341	Sherpa	Sand	pʰema	pʰema	pʰ e + m a	pʰ e + m a	1382
1342	Sherpa	Fire	me	me	m e	m e	1251
1343	Sherpa	Smoke	t̪ʰut̪a	t̪ʰut̪a	t̪ʰ u + t̪ a	t̪ʰ u + t̪ a	
1344	Sherpa	Ash	kʰəsit̪ʰala	kʰəsit̪ʰala	kʰ ə + s i + t̪ʰ a + l a	kʰ ə + s i + t̪ʰ a + l a	
1345	Sherpa	Mud	t̪ʰala	t̪ʰala	t̪ʰ a + l a	t̪ʰ a + l a	1342
1346	Sherpa	Dust	t̪ʰald̪uk	t̪ʰald̪uk	t̪ʰ a + l !Ø/a + d̪ u k	t̪ʰ a + l !Ø/a + d̪ u.k	1237
1347	Sherpa	Gold	ser	ser	s e r	s e.r	
1348	Sherpa	Tree	d̪oŋbu	d̪oŋbu	d̪ o ŋ + b u	d̪ o.ŋ + b u	1039
1349	Sherpa	Leaf	d̪əma	d̪əma	d̪ ə + m a	d̪ ə + m a	9
1350	Sherpa	Root	dzət̪ak	dzət̪ak	dz ə + t̪ a k	dz ə + t̪ a.k	1371
1351	Sherpa	Thorn	tsʰermaŋ	tsʰermaŋ	tsʰ e r + m a !ŋ/Ø	tsʰ e.r + m a.!ŋ/Ø	
1352	Sherpa	Flower	mend̪o	mend̪o	m e + ⁿd̪/d̪ o	m e + ⁿd̪/d̪ o	1257
1353	Sherpa	Fruit	pʰalpʰul	pʰalpʰul	pʰ a l + pʰ u l	pʰ a.l + pʰ u.l	310
1354	Sherpa	Mango	ãp	ãp	ã p	ã.p	
1355	Sherpa	Banana	kera	kera	k e + r a	k e + r a	
1356	Sherpa	Wheat (husked)	tʰa	tʰa	t̪ʰ a	t̪ʰ a	1091
1357	Sherpa	Barley	dzəu	dzəu	!dz/ts əu	!dz/ts əu	1190
1358	Sherpa	Rice (husked)	ɕjoɹ	ɕjoɹ	ɕ j o + ɹ !Ø/o !Ø/k	ɕ.j o + ɹ !Ø/o.!Ø/k	
1359	Sherpa	Potato	ɹiɡi	ɹiɡi	ɹ i + g i	ɹ i + g i	
1360	Sherpa	Eggplant	bənta	bənta	b ə n + t̪ a	b ə.n + t̪ a	
1361	Sherpa	Groundnut	bəd̪əm	bəd̪əm	b ə + d̪ ə m	b ə + d̪ ə.m	
1362	Sherpa	Chilli	mərtsi	mərtsi	m ə r + ts i	m ə.r + ts i	
1363	Sherpa	Turmeric	ɲuŋa	ɲuŋa	ɲ u + ŋ a	ɲ u + ŋ a	
1364	Sherpa	Garlic	ɡokpa	ɡokpa	g o k + p a	g o.k + p a	
1365	Sherpa	Onion	pjadz	pjadz	p j a dz	p.j a.dz	
1366	Sherpa	Cauliflower	kauli	kauli	k au + l i	k au + l i	
1367	Sherpa	Tomato	ɡolbeda	ɡolbeda	g o l + b e + d̪ a	g o.l + b e + d̪ a	
1368	Sherpa	Cabbage	bənd̪a	bənd̪a	b ə n + d̪ a	b ə.n + d̪ a	
1369	Sherpa	Oil	n̪um	n̪um	!n̪/n u m	!n̪/n u.m	
1370	Sherpa	Salt	tsʰa	tsʰa	tsʰ a	tsʰ a	1380
1371	Sherpa	Meat	ɕja	ɕja	ɕ j a	ɕ.j a	1325
1372	Sherpa	Fat (of meat)	tsʰiluk	tsʰiluk	tsʰ i + l u k	tsʰ i + l u.k	
1373	Sherpa	Fish	ɲa	ɲa	ɲ a	ɲ a	1255
1374	Sherpa	Chicken	tsʰebruk	tsʰebruk	tsʰ e b + r u k	tsʰ e.b + r u.k	
1375	Sherpa	Egg	tɕʰeɡoŋa	tɕʰeɡoŋa	tɕʰ e + g o + ŋ a	tɕʰ e + g o + ŋ a	1242
1376	Sherpa	Cow	tɕʰuŋma	tɕʰuŋma	tɕʰ u ŋ + m a	tɕʰ u.ŋ + m a	
1377	Sherpa	Buffalo	mesi	mesi	m e + !s/j i	m e + !s/j i	
1378	Sherpa	Milk	oma	oma	o + m a	o + m a	
1379	Sherpa	Horns	arkjok	arkjok	!a/r !r/a + k j o k	!a/r.!r/a + k.j o.k	1292
1380	Sherpa	Tail	ŋəma	ŋəma	ŋ ə + m a	ŋ ə + m a	1419
1381	Sherpa	Goat	ra	ra	r a	r a	1269
1382	Sherpa	Dog	ki	ki	!k/kʰ i	!k/kʰ i	1231
1383	Sherpa	Snake	dul	dul	d̪ u l	d̪ u.l	1401
1384	Sherpa	Monkey	te	te	t̪ e	t̪ e	
1385	Sherpa	Monkey	riu	riu	r iu	r iu	
1386	Sherpa	Mosquito	lamkʰute	lamkʰute	l a m + !kʰ/k u + t̪ e	l a.m + !kʰ/k u + t̪ e	523
1387	Sherpa	Ant	tʰəksəŋma	tʰəksəŋma	t̪ʰ ə k + s ə ŋ + m a	t̪ʰ ə.k + s ə.ŋ + m a	1183
1388	Sherpa	Spider	bəldzjaŋ	bəldzjaŋ	b ə l + dz j a ŋ	b ə.l + dz.j a.ŋ	748
1389	Sherpa	Name	min	min	m i n	m i.n	1344
1390	Sherpa	Man	mi	mi	m i	m i	
1391	Sherpa	Woman	pʰumpʰedza	pʰumpʰedza	pʰ u m + pʰ e + dz a	pʰ u.m + pʰ e + dz a	1134
1392	Sherpa	Child	aŋa	aŋa	a + ŋ a	a + ŋ a	
1393	Sherpa	Father	apa	apa	a + p a	a + p a	1249
1394	Sherpa	Mother	ama	ama	a + m a	a + m a	1338
1395	Sherpa	Older brother	atɕjo	atɕjo	a + tɕj/tɕ o	a + tɕj/tɕ o	
1396	Sherpa	Younger brother	nuk	nuk	n u k	n u.k	
1397	Sherpa	Older sister	adzi	adzi	a + dz i	a + dz i	
1398	Sherpa	Younger sister	n̪um	n̪um	!n̪/n u m/k	!n̪/n u.m/k	
1399	Sherpa	Son	pʰudʑjuŋ	pʰudʑjuŋ	pʰ u + dʑ j u ŋ	pʰ u + dʑ.j u.ŋ	1403
1400	Sherpa	Daughter	pʰumu	pʰumu	pʰ u + m u	pʰ u + m u	1227
1401	Sherpa	Husband	kʰjoa	kʰjoa	kʰ j o + Ø/w a	kʰ.j o + Ø/w a	1304
1402	Sherpa	Wife	pʰermi	pʰermi	pʰ e r + m i	pʰ e.r + m i	1121
1403	Sherpa	Boy	kʰjokpʰedza	kʰjokpʰedza	kʰ j o k + pʰ e + dz a	kʰ.j o.k + pʰ e + dz a	
1404	Sherpa	Girl	pʰumpʰedza	pʰumpʰedza	pʰ u m + pʰ e + dz a	pʰ u.m + pʰ e + dz a	
1405	Sherpa	Day	ɲima	ɲima	ɲ i + m a	ɲ i + m a	
1406	Sherpa	Night	tsʰemu	tsʰemu	tsʰ e + m u	tsʰ e + m u	
1407	Sherpa	Morning	tʰop	tʰop	t̪ʰ o p	t̪ʰ o.p	91
1408	Sherpa	Noon	ɲimkʰuŋ	ɲimkʰuŋ	ɲ i + m !Ø/a + kʰ u ŋ	ɲ i + m !Ø/a + kʰ u.ŋ	
1409	Sherpa	Evening	ɡuŋse	ɡuŋse	g u ŋ + s e	g u.ŋ + s e	
1410	Sherpa	Yesterday	d̪aŋ	d̪aŋ	d̪ a ŋ	d̪ a.ŋ	1151
1411	Sherpa	Today	ariŋ	ariŋ	a + r i ŋ	a + r i.ŋ	1439
1412	Sherpa	Tomorrow	sala	sala	s a + l a	s a + l a	1031
1413	Sherpa	Week	ɦapt̪a	ɦapt̪a	ɦ a p + t̪ a	ɦ a.p + t̪ a	
1414	Sherpa	Month	la	la	l a	l a	
1415	Sherpa	Year	lo	lo	l o	l o	1494
1416	Sherpa	Old	ɲiŋba	ɲiŋba	ɲ i ŋ + b a	ɲ i.ŋ + b a	
1417	Sherpa	New	samba	samba	s a + ⁿb/b a	s a + ⁿb/b a	1349
1418	Sherpa	Good	lemu	lemu	l e + m u	l e + m u	1273
1419	Sherpa	Bad	melokpa	melokpa	m e + l o k + p a	m e + l o.k + p a	112
1420	Sherpa	Wet	tʰeŋa	tʰeŋa	t̪ʰ e ŋ + !Ø/ŋ a	t̪ʰ e.ŋ + !Ø/ŋ a	179
1421	Sherpa	Dry	kaŋbu	kaŋbu	k a ŋ + b u	k a.ŋ + b u	1234
1422	Sherpa	Long	riŋbu	riŋbu	r i ŋ + b u	r i.ŋ + b u	1321
1423	Sherpa	Short	t̪ʰinme	t̪ʰinme	t̪ʰ i n + m e	t̪ʰ i.n + m e	1386
