ID	DOCULECT	CONCEPT	FORM	TOKENS	COGIDS	MORPHEMES	ALIGNMENT	COGID	SOURCE	NOTE
626	Kagate	Mosquito	lamkʰute	l a.m + !kʰ/k u + t̪ e	1784 1785 1786	mosquito/lam _/ku _/te		523	Dhakal2024	[x]
883	Lowa	Mosquito	t̪uŋdaŋ	t̪ u.ŋ + d a.ŋ	1787 1788	mosquito/tuk _/dang		526	Dhakal2024	[x]
1135	Nubri	Mosquito	t̪ukɖaŋ	t̪ u.k + ɖ a.ŋ	1787 1788	*mosquito/tuk *dang		526	Dhakal2024	[x]
1386	Sherpa	Mosquito	lamkʰute	l a.m + !kʰ/k u + t̪ e	1784 1785 1786	mosquito/lam _/ku _/te		523	Dhakal2024	[x]
1629	Tsum	Mosquito	lamkute	l a.m + k u + t̪ e	1784 1785 1786	mosquito/lam _/ku _/te		523	Dhakal2024	[x]
1891	Yolmo	Mosquito	mətɕʰəɹ	m ə + tɕʰ ə.ɹ	1789 1790	*mosquito/ma *mosquito/chhar		528	Dhakal2024	← Hindi «machchhar»
117	Gyalsumdo	Mother	ama	a + m a	489 1807	:a-prefix mother		530	Dhakal2024	[x]
378	Jirel	Mother	ãma	!ã/a + m a	489 1807	:a-prefix mother		530	Dhakal2024	[x]
634	Kagate	Mother	ama	a + m a	489 1807	:a-prefix mother		530	Dhakal2024	[x]
891	Lowa	Mother	ama	a + m a	489 1807	:a-prefix mother		530	Dhakal2024	[x]
1143	Nubri	Mother	aã	a + !Ø/m !ã/a	489 1807	:a-prefix mother		530	Dhakal2024	[x]
1394	Sherpa	Mother	ama	a + m a	489 1807	:a-prefix mother		530	Dhakal2024	[x]
1637	Tsum	Mother	ãã	!ã/a + !Ø/m !ã/a	489 1807	:a-prefix mother		530	Dhakal2024	[x]
1899	Yolmo	Mother	ãmã	!ã/a + m !ã/a	489 1807	:a-prefix mother		530	Dhakal2024	[x]
9	Gyalsumdo	Mouth	kʰa	kʰ a	1821	mouth		532	Dhakal2024	[x]
275	Jirel	Mouth	kʰa	kʰ a	1821	mouth		532	Dhakal2024	[x]
534	Kagate	Mouth	kʰa	kʰ a	1821	mouth		532	Dhakal2024	[x]
787	Lowa	Mouth	kʰa	kʰ a	1821	mouth		532	Dhakal2024	[x]
1045	Nubri	Mouth	kʰabt̪u	kʰ !ab/a + t̪ u	1821 1822	mouth _/tu		532	Dhakal2024	[x]
1293	Sherpa	Mouth	kʰa	kʰ a	1821	mouth		532	Dhakal2024	[x]
1538	Tsum	Mouth	kʰa	kʰ a	1821	mouth		532	Dhakal2024	[x]
1799	Yolmo	Mouth	kʰa	kʰ a	1821	mouth		532	Dhakal2024	[x]
65	Gyalsumdo	Mud	sa	s a	1831	mud/sa		534	Dhakal2024	[x]
327	Jirel	Mud	səbi	s ə + b i	1831 1832	mud/sa _mud/bi		534	Dhakal2024	[x]
585	Kagate	Mud	sebi	s e + b i	1831 1832	mud/sa _mud/bi		534	Dhakal2024	[x]
840	Lowa	Mud	n̪d̪ampak	ⁿd/d a.m + p a.k	1833 1834	mud/dam _mud/pak		535	Dhakal2024	[x]
841	Lowa	Mud	sa	s a	1831	mud/sa		534	Dhakal2024	[x]
1095	Nubri	Mud	t̪ampa	t̪ a.m + p a	1833 1834	mud/dam _mud/pak		535	Dhakal2024	[!] could be a pa-suffix
1345	Sherpa	Mud	t̪ʰala	t̪ʰ a + l a	1833 1835	mud/tha _:suffix/la		535	Dhakal2024	[?] loan from Chinese?
1589	Tsum	Mud	sa	s a	1831	mud/sa		534	Dhakal2024	[x]
1851	Yolmo	Mud	sasa	s a + s a	1831 1836	mud/sa _mud/sa-2		534	Dhakal2024	[x]
112	Gyalsumdo	Name	miŋ	m i.ŋ	1847	*name		540	Dhakal2024	[borrowed from Chinese]
373	Jirel	Name	min̪	m i.n	1847	*name		540	Dhakal2024	[borrowed from Chinese]
629	Kagate	Name	min	m i.n	1847	*name		540	Dhakal2024	[borrowed from Chinese]
886	Lowa	Name	miŋ	m i.ŋ	1847	*name		540	Dhakal2024	[borrowed from Chinese]
1138	Nubri	Name	min̪	m i.n	1847	*name		540	Dhakal2024	[borrowed from Chinese]
1389	Sherpa	Name	min	m i.n	1847	*name		540	Dhakal2024	[borrowed from Chinese]
1632	Tsum	Name	min	m i.n	1847	*name		540	Dhakal2024	[borrowed from Chinese]
1894	Yolmo	Name	min	m i.n	1847	*name		540	Dhakal2024	[borrowed from Chinese]
154	Gyalsumdo	Near	ɲemu	ɲ e + m u	1856 3365	near/nje _:mu-suffix/mu		542	Dhakal2024	[x]
412	Jirel	Near	ɲibid̪u	ɲ i + b i + d̪ u	1856 1859 871	near/nje _? _?		542	Dhakal2024	[x]
671	Kagate	Near	t̪ʰama	t̪ʰ a + m a	868 1857	far/tha _:ma-suffix/ma		541	Dhakal2024	[x]
927	Lowa	Near	ŋe	ŋ e	1856	near/nje		542	Dhakal2024	[x]
1177	Nubri	Near	t̪ʰaɲiw	t̪ʰ a + ɲ i.w	868 1856	far/tha _near/nje		541	Dhakal2024	[x]
1428	Sherpa	Near	t̪ʰakŋemo	t̪ʰ a.k + ŋ e + m o	868 1856 3365	far/tha _near/nje _:mo-suffix/mu		541	Dhakal2024	[x]
1671	Tsum	Near	tɹala	t̪.ɹ a + l a	166 1861	near _?		541	Dhakal2024	[x]
1933	Yolmo	Near	poɰla	p o.ɰ + l a	1862 1861	near/pow _?		545	Dhakal2024	[x]
44	Gyalsumdo	Needle	kʰap	kʰ a.p	1874	needle		548	Dhakal2024	[x]
306	Jirel	Needle	kʰap	kʰ a.p	1874	needle		548	Dhakal2024	[x]
565	Kagate	Needle	kʰap	kʰ a.p	1874	needle		548	Dhakal2024	[x]
819	Lowa	Needle	kʰap	kʰ a.p	1874	needle		548	Dhakal2024	[x]
1075	Nubri	Needle	kʰap	kʰ a.p	1874	needle		548	Dhakal2024	[x]
1324	Sherpa	Needle	kʰap	kʰ a.p	1874	needle		548	Dhakal2024	[x]
1569	Tsum	Needle	kʰap	kʰ a.p	1874	needle		548	Dhakal2024	[x]
1830	Yolmo	Needle	kʰap	kʰ a.p	1874	needle		548	Dhakal2024	[x]
143	Gyalsumdo	New	sampa	s a + ⁿp/p a	1883 10	new _:ba-suffix/ba		549	Dhakal2024	[x]
401	Jirel	New	samba	s a + ⁿb/b a	1883 8	new _:ba-suffix/ba		549	Dhakal2024	[x]
658	Kagate	New	samba	s a + ⁿb/b a	1883 8	new _:ba-suffix/ba		549	Dhakal2024	[x]
914	Lowa	New	sawa	s a + w a	1883 1229	new _:wa-suffix		549	Dhakal2024	[x]
1166	Nubri	New	sampa	s a + ⁿp/p a	1883 10	new _:ba-suffix/ba		549	Dhakal2024	[x]
1417	Sherpa	New	samba	s a + ⁿb/b a	1883 8	new _:ba-suffix/ba		549	Dhakal2024	[x]
1660	Tsum	New	samba	s a + ⁿb/b a	1883 8	new _:ba-suffix/ba		549	Dhakal2024	[x]
1922	Yolmo	New	samba	s a + ⁿb/b a	1883 8	new _:ba-suffix/ba		549	Dhakal2024	[x]
131	Gyalsumdo	Night	tsʰemu	tsʰ e + m u	1900 3365	night _:mu-suffix/mu		552	Dhakal2024	
390	Jirel	Night	ŋɡwase	ⁿg/g.w a + s e	813 814	evening/gwa night/se		554	Dhakal2024	
647	Kagate	Night	komu	k !o/u.!Ø/ŋ + m u	811 3365	evening _:mu-suffix/mu		87	Dhakal2024	
903	Lowa	Night	tsʰemo	tsʰ e + m o	1900 3365	night _:mu-suffix/mu		552	Dhakal2024	
1155	Nubri	Night	tsʰen̪	tsʰ e + n !Ø/ə	1900 76	night _-:n-suffix		552	Dhakal2024	
1406	Sherpa	Night	tsʰemu	tsʰ e + m u	1900 3365	night _:mu-suffix/mu		552	Dhakal2024	
1649	Tsum	Night	n̪umu	n u + m u	1905 3365	night _:mo-suffix/mu		82	Dhakal2024	
1911	Yolmo	Night	kuŋmu	k u.ŋ + m u	811 3365	evening _:mu-suffix/mu		86	Dhakal2024	
174	Gyalsumdo	Nine	ku	k u	1916	nine		559	Dhakal2024	[x]
433	Jirel	Nine	ŋɡu	ⁿg/g u	1916	nine		559	Dhakal2024	[x]
690	Kagate	Nine	ku	k u	1916	nine		559	Dhakal2024	[x]
947	Lowa	Nine	ku	k u	1916	nine		559	Dhakal2024	[x]
1197	Nubri	Nine	ku	k u	1916	nine		559	Dhakal2024	[x]
1447	Sherpa	Nine	ɡu	g u	1916	nine		559	Dhakal2024	[x]
1690	Tsum	Nine	ku	k u	1916	nine		559	Dhakal2024	[x]
1952	Yolmo	Nine	ku	k u	1916	nine		559	Dhakal2024	[x]
133	Gyalsumdo	Noon	ɲimaɡuŋ	ɲ i + m a + g u.ŋ	2613 11 1927	sun _ma-suffix/ma noon		560	Dhakal2024	[x]
392	Jirel	Noon	ɲimmu	ɲ i + m !Ø/a + m u	2613 11 3365	sun _ma-suffix/ma _:mu-suffix/mu		94	Dhakal2024	[x]
649	Kagate	Noon	tsʰəkəl	tsʰ ə + k ə.l	1928 1929	noon/tshe noon/kel		564	Dhakal2024	[x]
650	Kagate	Noon	ɲimakarpo	ɲ i + m a + k a.r + p o	1925 1926 1931 1930	sun _ma-suffix/ma noon/kar _/po		97	Dhakal2024	[x]
905	Lowa	Noon	ɲiŋɡuŋ	ɲ i + !ŋ/m !Ø/a + g u.ŋ	2613 11 1927	sun _ma-suffix/ma noon		560	Dhakal2024	[x]
1157	Nubri	Noon	n̪iŋkũ	!n̪/ɲ i + !ŋ/m !Ø/a + k !ũ/u	2613 11 1927	sun _:ma-suffix/ma noon		560	Dhakal2024	[x]
1408	Sherpa	Noon	ɲimkʰuŋ	ɲ i + m !Ø/a + kʰ u.ŋ	2613 11 1927	sun _ma-suffix/ma noon		560	Dhakal2024	[x]
1651	Tsum	Noon	ɲiŋɡuŋ	ɲ i + !ŋ/m !Ø/a + g u.ŋ	2613 11 1927	sun _ma-suffix/ma noon		560	Dhakal2024	[x]
1913	Yolmo	Noon	ɲimapʰe	ɲ i + m a + pʰ e	1925 1926 1930	sun _ma-suffix/ma noon/phe		96	Dhakal2024	[x]
8	Gyalsumdo	Nose	naɾki	n aɾ/a + k i	1948 1949	nose _/ki		567	Dhakal2024	[x]
274	Jirel	Nose	n̪əu	n əu	1948	nose		567	Dhakal2024	[x]
533	Kagate	Nose	nasum	n a + s u.m	1948 1950	nose _/sum		567	Dhakal2024	[x]
786	Lowa	Nose	na	n a	1948	nose		567	Dhakal2024	[x]
1044	Nubri	Nose	nat̪u	n a + t̪ u	1948 1951	nose _/tu		567	Dhakal2024	[x]
1292	Sherpa	Nose	nəu	n əu	1948	nose		567	Dhakal2024	[x]
1537	Tsum	Nose	na	n a	1948	nose		567	Dhakal2024	[x]
1798	Yolmo	Nose	n̪aɾko	n aɾ/a + k o	1948 1952	nose _/ko		567	Dhakal2024	[x]
91	Gyalsumdo	Oil	maɹku	m a.ɹ + k u	1961 1962	oil/mar _ku		573	Dhakal2024	[x]
351	Jirel	Oil	məɹɡu	m ə.ɹ + g u	1961 1962	oil/mar _ku		573	Dhakal2024	[x]
609	Kagate	Oil	marku	m a.r + k u	1961 1962	oil/mar _ku		573	Dhakal2024	[x]
865	Lowa	Oil	muku	m u + k u	1961 1962	oil/mar _ku		573	Dhakal2024	[x]
866	Lowa	Oil	num	n u.m	1964	oil/num		572	Dhakal2024	[x]
1119	Nubri	Oil	n̪um	!n̪/n u.m	1964	oil/num		572	Dhakal2024	[x]
1369	Sherpa	Oil	n̪um	!n̪/n u.m	1964	oil/num		572	Dhakal2024	[x]
1613	Tsum	Oil	n̪um	!n̪/n u.m	1964	oil/num		572	Dhakal2024	[x]
1875	Yolmo	Oil	n̪um	!n̪/n u.m	1964	oil/num		572	Dhakal2024	[x]
142	Gyalsumdo	Old	ɲiŋpa	ɲ i.ŋ + p a	1975 8	old _:pa-suffix/pa		576	Dhakal2024	[x]
400	Jirel	Old	ɲiŋba	ɲ i.ŋ + b a	1975 8	old _:pa-suffix/pa		576	Dhakal2024	[x]
657	Kagate	Old	niŋba	n i.ŋ + b a	1975 8	old _:pa-suffix/pa		576	Dhakal2024	[x]
913	Lowa	Old	ɲiŋpa	ɲ i.ŋ + p a	1975 8	old _:pa-suffix/pa		576	Dhakal2024	[x]
1165	Nubri	Old	ɲiŋpa	ɲ i.ŋ + p a	1975 8	old _:pa-suffix/pa		576	Dhakal2024	[x]
1416	Sherpa	Old	ɲiŋba	ɲ i.ŋ + b a	1975 8	old _:pa-suffix/pa		576	Dhakal2024	[x]
1659	Tsum	Old	ɲiŋba	ɲ i.ŋ + b a	1975 8	old _:pa-suffix/pa		576	Dhakal2024	[x]
1921	Yolmo	Old	ɲiŋba	ɲ i.ŋ + b a	1975 8	old _:pa-suffix/pa		576	Dhakal2024	[x]
118	Gyalsumdo	Older brother	atɕjo	a + tɕj/tɕ o	489 1993	:a-prefix older-brother		578	Dhakal2024	[x]
379	Jirel	Older brother	adʑjo	a + !dʑj/tɕ o	489 1993	:a-prefix older-brother		578	Dhakal2024	[x]
635	Kagate	Older brother	at̪a	a + t̪ a	489 1994	:a-prefix older-brother		65	Dhakal2024	[x]
892	Lowa	Older brother	adʑo	a + !dʑ/tɕ o	489 1993	:a-prefix older-brother		578	Dhakal2024	[x]
1144	Nubri	Older brother	tɕi	tɕ i	1993	older-brother		578	Dhakal2024	[x]
1395	Sherpa	Older brother	atɕjo	a + tɕj/tɕ o	489 1993	:a-prefix older-brother		578	Dhakal2024	[x]
1638	Tsum	Older brother	tɕjoʑjo	tɕj/tɕ o + ʑj/tɕ o	1993 1996	older-brother _:RED:older-brother		578	Dhakal2024	[x]
1900	Yolmo	Older brother	ad̪a	a + d̪ a	489 1994	:a-prefix older-brother		65	Dhakal2024	[x]
120	Gyalsumdo	Older sister	atɕi	a + tɕ i	489 2009	:a-prefix older-sister		583	Dhakal2024	[x]
381	Jirel	Older sister	adzi	a + dz i	489 2009	:a-prefix older-sister		583	Dhakal2024	[x]
637	Kagate	Older sister	adzi	a + dz i	489 2009	:a-prefix older-sister		583	Dhakal2024	[x]
894	Lowa	Older sister	idʑi	i/a + dʑ i	489 2009	:a-prefix older-sister		583	Dhakal2024	[x]
1146	Nubri	Older sister	jei	j e.i	2011	older-sister		586	Dhakal2024	[x]
1397	Sherpa	Older sister	adzi	a + dz i	489 2009	:a-prefix older-sister		583	Dhakal2024	[x]
1640	Tsum	Older sister	aʑe	a + ʑ e	489 2009	:a-prefix older-sister		583	Dhakal2024	[x]
1902	Yolmo	Older sister	adʑi	a + dʑ i	489 2009	:a-prefix older-sister		583	Dhakal2024	[x]
165	Gyalsumdo	One	tɕiɡ	tɕ i.g/k	2024	one		588	Dhakal2024	[x]
424	Jirel	One	nd̪okpəi	ⁿd/d̪ o.k + p əi	102 2025	one _/pəi		588	Dhakal2024	[x]
425	Jirel	One	tɕik	tɕ i.k	2024	one		588	Dhakal2024	[x]
682	Kagate	One	tɕi	tɕ i.Ø/k	2024	one		588	Dhakal2024	[x]
938	Lowa	One	tɕik	tɕ i.k	2024	one		588	Dhakal2024	[x]
1188	Nubri	One	tɕik	tɕ i.k	2024	one		588	Dhakal2024	[x]
1439	Sherpa	One	tɕik	tɕ i.k	2024	one		588	Dhakal2024	[x]
1682	Tsum	One	tɕik	tɕ i.k	2024	one		588	Dhakal2024	[x]
1944	Yolmo	One	tɕi	tɕ i	2024	one		588	Dhakal2024	[x]
179	Gyalsumdo	One Hundred	kja	k.j a	2035	hundred		590	Dhakal2024	[x]
438	Jirel	One Hundred	kʰalŋa	kʰ a.l + ŋ a	3431 1009	twenty five		594	Dhakal2024	[x]
695	Kagate	One Hundred	kjatɕik	k.j a + tɕ i.k	2035 2024	hundred one		590	Dhakal2024	[x]
952	Lowa	One Hundred	kjat̪ʰampa	k.j a + t̪ʰ a.m + p a	2035 2039 1019	hundred ? _:pa-suffix/pa		590	Dhakal2024	[x]
1202	Nubri	One Hundred	kjat̪ʰamba	k.j a + t̪ʰ a.m + b a	2035 2039 2040	hundred ? _:ba-suffix/pa		590	Dhakal2024	[x]
1452	Sherpa	One Hundred	ɡjatɕik	g.j a + tɕ i.k	2035 2024	hundred one		590	Dhakal2024	[x]
1695	Tsum	One Hundred	kja	k.j a	2035	hundred		590	Dhakal2024	[x]
1958	Yolmo	One Hundred	kjatɕi	k.j a + tɕ i	2035 2024	hundred one		590	Dhakal2024	[x]
87	Gyalsumdo	Onion	pjaz	p.j a.z	2054	onion/pjats		597	Dhakal2024	[x]
347	Jirel	Onion	pjats	p.j a.ts	2054	onion/pjats		598	Dhakal2024	[x]
605	Kagate	Onion	pjadz	p.j a.dz	2054	onion/pjats		599	Dhakal2024	[x]
861	Lowa	Onion	tsoŋ	ts o.ŋ	2055	*onion/cong		596	Dhakal2024	[← Chinese cong]
1115	Nubri	Onion	tsoŋ	ts o.ŋ	2055	*onion/cong		596	Dhakal2024	[← Chinese cong]
1365	Sherpa	Onion	pjadz	p.j a.dz	2054	onion/pjats		600	Dhakal2024	[x]
1609	Tsum	Onion	tsoŋɡoʔ	ts o.ŋ + g o.ʔ	2055 2057	*onion/cong /go		596	Dhakal2024	[← Chinese cong]
1871	Yolmo	Onion	pjats	p.j a.ts	2054	onion/pjats		602	Dhakal2024	[x]
240	Gyalsumdo	Oven	t̪ʰab	t̪ʰ a.b	2062	oven/thab		603	Dhakal2024	[x]
501	Jirel	Oven	t̪ʰap	t̪ʰ a.p	2062	oven/thab		603	Dhakal2024	[x]
750	Kagate	Oven	kwaɡa	kʷ a + g a	2063 2064	oven/kwa _?		604	Dhakal2024	[x]
1009	Lowa	Oven	t̪ʰap	t̪ʰ a.p	2062	oven/thab		603	Dhakal2024	[x]
1256	Nubri	Oven	t̪ʰap	t̪ʰ a.p	2062	oven/thab		603	Dhakal2024	[x]
1505	Sherpa	Oven	t̪ʰab	t̪ʰ a.b	2062	oven/thab		603	Dhakal2024	[x]
1758	Tsum	Oven	t̪ʰap	t̪ʰ a.p	2062	oven/thab		603	Dhakal2024	[x]
2013	Yolmo	Oven	koa	k o + a	2065	oven/ko _?		606	Dhakal2024	[x]
17	Gyalsumdo	Palm	laɡpat̪ʰil	l a.g/k + p a + t̪ʰ i.l	52 10 2074	_arm/hand _:pa-suffix/pa palm/thil		607	Dhakal2024	[x]
18	Gyalsumdo	Palm	laɡt̪ʰel	l a.g/k + t̪ʰ e.l	52 2074	_arm/hand palm/thil		607	Dhakal2024	[x]
282	Jirel	Palm	pəɹa	p ə + ɹ a	2073 2075	palm/pa palm/ra		608	Dhakal2024	[x]
542	Kagate	Palm	t̪ʰaldze	t̪ʰ a.l + dz e	2074 2076	palm/thal palm/dze		609	Dhakal2024	[x]
794	Lowa	Palm	laɡt̪ʰil	l a.g/k + t̪ʰ i.l	52 2074	_arm/hand palm/thil		607	Dhakal2024	[x]
795	Lowa	Palm	laɡt̪ʰi	l a.g/k + t̪ʰ i	52 2074	_arm/hand palm/thil		607	Dhakal2024	[x]
1052	Nubri	Palm	lakpa t̪ʰil	l a.k + p a + t̪ʰ i.l	52 10 2074	_arm/hand _:pa-suffix/pa palm/thil		607	Dhakal2024	[x]
1300	Sherpa	Palm	laɡpa	l a.g/k + p a	52 10	arm/hand _:pa-suffix/pa		18	Dhakal2024	[x] As a clear colexification, this word shows a unique development.
1545	Tsum	Palm	paɾa	p a + ɹ a	2073 2075	palm/pa palm/ra		608	Dhakal2024	[x]
1807	Yolmo	Palm	laɡpan̪aŋ	l a.g/k + p a + n a.ŋ	52 10 2077	_arm/hand _:pa-suffix/pa palm/nang		19	Dhakal2024	[x]
60	Gyalsumdo	Path	lam	l a.m	2096	path		613	Dhakal2024	[x]
322	Jirel	Path	lam	l a.m	2096	path		613	Dhakal2024	[x]
580	Kagate	Path	lam	l a.m	2096	path		613	Dhakal2024	[x]
835	Lowa	Path	lam	l a.m	2096	path		613	Dhakal2024	[x]
1090	Nubri	Path	lamkja	l a.m + k.j a	2096 2097	path _path/kja		613	Dhakal2024	[x]
1340	Sherpa	Path	lam	l a.m	2096	path		613	Dhakal2024	[x]
1584	Tsum	Path	lam	l a.m	2096	path		613	Dhakal2024	[x]
1846	Yolmo	Path	lam	l a.m	2096	path		613	Dhakal2024	[x]
38	Gyalsumdo	Pestle	koɡt̪o	k o.g/k + t̪ o	2106 46	pestle/kog pestle/to		23	Dhakal2024	[?]
299	Jirel	Pestle	nd̪aɹd̪ok	ⁿd/d̪ a.ɹ + d̪ o.k	2108 45	pestle/ndar pestle/dok		25	Dhakal2024	[?]
559	Kagate	Pestle	t̪imbu	t̪ i.m + b u	2109 2110	pestle/tim _:suffix/bu		617	Dhakal2024	[?]
813	Lowa	Pestle	jyt̪yn	j y + t̪ y.n	2111 2112	pestle/ju pestle/tyn		620	Dhakal2024	[?]
1069	Nubri	Pestle	t̪iktsa	t̪ i.k + ts a	2107 44	pestle/tik _:suffix/tsa		27	Dhakal2024	[?]
1318	Sherpa	Pestle	tsʰart̪um	tsʰ a.r + t̪ u.m	2108 2109	pestle/tshar pestle/tum		616	Dhakal2024	[?]
1563	Tsum	Pestle	tɕʰiu	tɕʰ iu	2113	pestle		622	Dhakal2024	[?]
1824	Yolmo	Pestle	t̪imbu	t̪ i.m + b u	2109 2110	pestle/tim _:suffix/bu		617	Dhakal2024	[?]
260	Gyalsumdo	Pig	pʰakpa	pʰ a.k + p a	2122 10	pig _:ba-suffix/pa		623	Dhakal2024	[x]
521	Jirel	Pig	pʰakpa	pʰ a.k + p a	2122 10	pig _:ba-suffix/pa		623	Dhakal2024	[x]
772	Kagate	Pig	pʰa	pʰ a	2123	pig		623	Dhakal2024	[x]
1031	Lowa	Pig	pʰak	pʰ a.k	2122	pig		624	Dhakal2024	[x]
1277	Nubri	Pig	pʰa	pʰ a	2123	pig		623	Dhakal2024	[x]
1524	Sherpa	Pig	pʰakpa	pʰ a.k + p a	2122 10	pig _ba-suffix		623	Dhakal2024	[x]
1781	Tsum	Pig	pʰaʔ	pʰ a.ʔ	2123	pig		623	Dhakal2024	[x]
2035	Yolmo	Pig	pʰa	pʰ a	2123	piug		623	Dhakal2024	[x]
250	Gyalsumdo	Plank	t̪al	t̪ a.l	2134	plank		628	Dhakal2024	[x]
511	Jirel	Plank	pʰəljak	pʰ ə.l + j a.k	2135 2136	plank _jak		627	Dhakal2024	[x]
761	Kagate	Plank	paŋlek	p a.ŋ + l e.k	2137 2136	plank _lep		625	Dhakal2024	[x]
1020	Lowa	Plank	paŋlep	p a.ŋ + l e.p	2137 2138	plank _lep		625	Dhakal2024	[x]
1267	Nubri	Plank	paŋlep	p a.ŋ + l e.p	2137 2138	plank _lep		625	Dhakal2024	[x]
1515	Sherpa	Plank	jend̪ar	j e.n + d̪ a.r	2139 2140	plank _plank		630	Dhakal2024	[x]
1770	Tsum	Plank	ndɹap	ⁿd/d̪.ɹ a.p	2141	plank		632	Dhakal2024	[x]
2025	Yolmo	Plank	paŋlep	p a.ŋ + l e.p	2137 2138	plank _lep		625	Dhakal2024	[x]
252	Gyalsumdo	Plough (noun)	t̪ʰoŋpa	t̪ʰ o.ŋ + p a	2149 8	plough _:ba-suffix		633	Dhakal2024	[x]
513	Jirel	Plough (noun)	t̪ʰoŋba	t̪ʰ o.ŋ + b a	2149 8	plough _:ba-suffix		633	Dhakal2024	[x]
763	Kagate	Plough (noun)	t̪ʰoŋ	t̪ʰ o.ŋ	2149	plough		633	Dhakal2024	[x]
1023	Lowa	Plough (noun)	t̪ʰoŋpa	t̪ʰ o.ŋ + p a	2149 8	plough _:ba-suffix		633	Dhakal2024	[x]
1269	Nubri	Plough (noun)	t̪ʰuŋpa	t̪ʰ u.ŋ + p a	2149 8	plough _:ba-suffix		633	Dhakal2024	[x]
1517	Sherpa	Plough (noun)	t̪ʰoŋba	t̪ʰ o.ŋ + b a	2149 8	plough _:ba-suffix		633	Dhakal2024	[x]
1772	Tsum	Plough (noun)	t̪ʰoŋ	t̪ʰ o.ŋ	2149	plough		633	Dhakal2024	[x]
2027	Yolmo	Plough (noun)	t̪ʰoŋ	t̪ʰ o.ŋ	2149	plough		633	Dhakal2024	[x]
81	Gyalsumdo	Potato	alo	a + l o	2163 2164	_/a lok		636	Dhakal2024	
341	Jirel	Potato	ɹeɡe	ɹ e + g e	2165 2166	potato/re potato/ke		635	Dhakal2024	
599	Kagate	Potato	he	h e	2167	potato/he		639	Dhakal2024	
855	Lowa	Potato	alok	a + l o.k	2163 2164	_/a lok		636	Dhakal2024	
1109	Nubri	Potato	t̪ɔ:	t̪ ɔː	2168	potato/to		640	Dhakal2024	
1359	Sherpa	Potato	ɹiɡi	ɹ i + g i	2165 2166	potato/re potato/ke		635	Dhakal2024	
1603	Tsum	Potato	keza	k e + z a	2166 2169	potato/ke _/za		635	Dhakal2024	
1865	Yolmo	Potato	he	h e	2167	potato/he		639	Dhakal2024	
52	Gyalsumdo	Rain	nam	n a.m	2462	sky-rain		642	Dhakal2024	[x]
313	Jirel	Rain	tɕʰjaɹba	tɕʰ.j a.ɹ + b a	2178 8	rain/tcjar _:pa-suffix/ba		643	Dhakal2024	[x]
572	Kagate	Rain	nam	n a.m	2462	sky-rain		642	Dhakal2024	[x]
826	Lowa	Rain	tɕʰjawa	tɕʰj/tɕʰ a + w a	2178 2180	rain/tcjar _:wa-suffix		643	Dhakal2024	[x]
1082	Nubri	Rain	nam	n a.m	2462	sky-rain		642	Dhakal2024	[x]
1332	Sherpa	Rain	tɕjarpa	tɕ.j a.r + p a	2178 2179	rain/tcjar _:pa-suffix/ba		643	Dhakal2024	[x]
1576	Tsum	Rain	n̪amkjaus̩	!n̪/n a.m + k.j aus̩/au	2462 2178	sky-rain _kjau		642	Dhakal2024	[x]
1837	Yolmo	Rain	n̪əm	n ə.m	2462	sky-rain		642	Dhakal2024	[x]
1838	Yolmo	Rain	n̪əmɡjabzin̪	n ə.m + g.j a.b + z i.n	2462 55 2181	sky-rain _rain _rain		642	Dhakal2024	[x]
57	Gyalsumdo	Rainbow	sa	s a	156	rainbow/dza		647	Dhakal2024	[x]
319	Jirel	Rainbow	ndza	ⁿdz/dz a	2193	rainbow/dza		647	Dhakal2024	[x]
577	Kagate	Rainbow	dzakormu	dz a + k o.r + m u	2193 2194 2195	rainbow/dza _rainbow/kor _rainbow/mu		647	Dhakal2024	[x]
831	Lowa	Rainbow	ndʑja	ⁿdʑj/dʑ a	2193	rainbow/dza		647	Dhakal2024	[x]
1087	Nubri	Rainbow	tɕja	tɕj/tɕ a	2193	rainbow/dza		647	Dhakal2024	[x]
1337	Sherpa	Rainbow	dza	dz a	2193	rainbow/dza		647	Dhakal2024	[x]
1581	Tsum	Rainbow	ndʑjabe	ⁿdʑj/dʑ a + b e	2193 2196	rainbow/dza _rainbow/be		647	Dhakal2024	[x]
1843	Yolmo	Rainbow	za	z a	156	rainbow/dza		647	Dhakal2024	[x]
164	Gyalsumdo	Red	maɹpu	m a.ɹ + p u	2205 1581	red :bu-suffix/pu		651	Dhakal2024	d.m a.r
423	Jirel	Red	məɹmu	m !ə/a.ɹ + m u	2205 3365	red _:mu-suffix/mu		651	Dhakal2024	d.m a.r
681	Kagate	Red	marmu	m a.r + m u	2205 3365	red _:mu-suffix/mu		651	Dhakal2024	d.m a.r
937	Lowa	Red	mawo	m a + !w/m o	2205 3365	red _:mu-suffix/mu		651	Dhakal2024	d.m a.r
1187	Nubri	Red	maɹpo	m a.ɹ + p o	2205 1581	red :bu-suffix/pu		651	Dhakal2024	d.m a.r
1438	Sherpa	Red	mərbu	m !ə/a.r + b u	2205 1581	red :bu-suffix/pu		651	Dhakal2024	d.m a.r
1681	Tsum	Red	maɹbo	m a.ɹ + b o	2205 1581	red :bu-suffix/pu		651	Dhakal2024	d.m a.r
