ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Morpheme_Structure,Grouped_Segments,Partial_Cognacy,Internal_Cognacy,Combined,Alignment,Subset
Gyalsumdo-63-Father-1,,Gyalsumdo,63-Father,apa,apa,a + p a,[x],Dhakal2024,1249,,,,:a-prefix father,a + p a,489 914,274,1,a + p a,Dhakal2024
Gyalsumdo-132-Mother-1,,Gyalsumdo,132-Mother,ama,ama,a + m a,[x],Dhakal2024,1338,,,,:a-prefix mother,a + m a,489 1807,530,1,a - + m a,Dhakal2024
Gyalsumdo-146-Olderbrother-1,,Gyalsumdo,146-Olderbrother,atɕjo,atɕjo,a + tɕj/tɕ o,[x],Dhakal2024,,,,,:a-prefix older-brother,a + tɕj/tɕ o,489 1993,578,0,a + tɕj/tɕ o,Dhakal2024
Gyalsumdo-242-Youngerbrother-1,,Gyalsumdo,242-Youngerbrother,no,no,n o,[x],Dhakal2024,,,,,younger-sibling,n o,3811,1167,0,n o -,Dhakal2024
Gyalsumdo-147-Oldersister-1,,Gyalsumdo,147-Oldersister,atɕi,atɕi,a + tɕ i,[x],Dhakal2024,,,,,:a-prefix older-sister,a + tɕ i,489 2009,583,0,a + tɕ i,Dhakal2024
Gyalsumdo-243-Youngersister-1,,Gyalsumdo,243-Youngersister,numu,numu,n u + m u,[x],Dhakal2024,,,,,younger-sibling female/mu,n u + m u,3811 3822,1169,0,n u - + m u,Dhakal2024
Gyalsumdo-184-Son-1,,Gyalsumdo,184-Son,pitsa,pitsa,p i + ts a,[x],Dhakal2024,1403,,,,child-1 child-2,p i + ts a,487 488,743,1,p i - + ts a,Dhakal2024
Gyalsumdo-41-Daughter-1,,Gyalsumdo,41-Daughter,pomo,pomo,p o + m o,[x],Dhakal2024,1227,,,,child-son female,p o + m o,2515 601,194,1,p o + m o,Dhakal2024
Gyalsumdo-102-Husband-1,,Gyalsumdo,102-Husband,kʰjoka,kʰjoka,kʰ j o + k a,[x],Dhakal2024,1304,,,,husband _/ga,kʰ.j o + k a,1414 1415,413,1,kʰ.j o + k a,Dhakal2024
Gyalsumdo-102-Husband-2,,Gyalsumdo,102-Husband,kʰjoɡa,kʰjoɡa,kʰ j o + g a,[x],Dhakal2024,1304,,,,husband _/ga,kʰ.j o + g a,1414 1415,413,1,kʰ.j o + g a,Dhakal2024
Gyalsumdo-234-Wife-1,,Gyalsumdo,234-Wife,keɹme,keɹme,k e ɹ + m e,[x],Dhakal2024,71,,,,wife/ke woman/me,k e.ɹ + m e,3667 75,71,1,k e.ɹ + m e,Dhakal2024
Gyalsumdo-22-Boy-1,,Gyalsumdo,22-Boy,pitsa,pitsa,p i + ts a,[x],Dhakal2024,,,,,child-1 child-2,p i + ts a,487 488,98,0,p i - + ts a,Dhakal2024
Gyalsumdo-22-Boy-2,,Gyalsumdo,22-Boy,pu,pu,p !u/o,[x],Dhakal2024,,,,,child-son,p !u/o,2515,78,0,p !u/o -,Dhakal2024
Gyalsumdo-79-Girl-1,,Gyalsumdo,79-Girl,pomo,pomo,p o + m o,[x],Dhakal2024,,,,,child-son female,p o + m o,2515 601,319,0,p o + m o,Dhakal2024
Gyalsumdo-42-Day-1,,Gyalsumdo,42-Day,ɕjaŋma,ɕjaŋma,ɕ j a ŋ + m a,,Dhakal2024,,,,,day _:ma-suffix/ma,ɕ.j a.ŋ + m a,615 11,89,0,ɕ.j a.ŋ + m a,Dhakal2024
Gyalsumdo-139-Night-1,,Gyalsumdo,139-Night,tsʰemu,tsʰemu,tsʰ e + m u,,Dhakal2024,,,,,night _:mu-suffix/mu,tsʰ e + m u,1900 3365,552,0,tsʰ e - + m u,Dhakal2024
Gyalsumdo-129-Morning-1,,Gyalsumdo,129-Morning,namʑen,namʑen,n a m + ʑ e n,[x],Dhakal2024,92,,,,morning/nam *morning,n a.m + ʑ e.n,78 1749,92,1,n a.m + ʑ e.n,Dhakal2024
Gyalsumdo-141-Noon-1,,Gyalsumdo,141-Noon,ɲimaɡuŋ,ɲimaɡuŋ,ɲ i + m a + g u ŋ,[x],Dhakal2024,27,,,,sun _ma-suffix/ma noon,ɲ i + m a + g u.ŋ,2613 11 1927,560,1,ɲ i + m a + g u.ŋ,Dhakal2024
Gyalsumdo-58-Evening-1,,Gyalsumdo,58-Evening,kɔŋmo,kɔŋmo,k ɔ ŋ + m o,[x],Dhakal2024,,,,,evening :mu-suffix/mu,k ɔ.ŋ + m o,811 3365,250,0,k ɔ.ŋ + m o,Dhakal2024
Gyalsumdo-239-Yesterday-1,,Gyalsumdo,239-Yesterday,t̪aŋ,t̪aŋ,t̪ a ŋ,[x],Dhakal2024,1151,,,,yesterday,t̪ a.ŋ,3753,1151,1,t̪ a.ŋ,Dhakal2024
Gyalsumdo-207-Today-1,,Gyalsumdo,207-Today,t̪iɹiŋ,t̪iɹiŋ,t̪ i + ɹ i ŋ,[x],Dhakal2024,1438,,,,today long,t̪ i + ɹ i.ŋ,79 1607,1018,1,t̪ i + ɹ i.ŋ,Dhakal2024
Gyalsumdo-209-Tomorrow-1,,Gyalsumdo,209-Tomorrow,ŋato,ŋato,ŋ a !Ø/ɹ + t̪ o,[x],Dhakal2024,1028,,,,tomorrow/ŋar tomorrow/to,ŋ a.!Ø/ɹ + t̪ o,3347 3348,1028,1,ŋ a.!Ø/ɹ - + t̪ o,Dhakal2024
Gyalsumdo-222-Week-1,,Gyalsumdo,222-Week,t̪ynta,t̪ynta,t̪ y n + t̪ a,[x],Dhakal2024,,,,,week/tyn _week/tha,t̪ y.n + t̪ a,3524 3525,1074,0,t̪ y.n + t̪ a,Dhakal2024
Gyalsumdo-222-Week-2,,Gyalsumdo,222-Week,t̪ynzi,t̪ynzi,t̪ y n + z i,[x],Dhakal2024,,,,,week/tyn _week/zi,t̪ y.n + z i,3524 3530,106,0,t̪ y.n + z i,Dhakal2024
Gyalsumdo-127-Month-1,,Gyalsumdo,127-Month,t̪awa,t̪awa,t̪ a + w a,[x],Dhakal2024,,,,,moon/da _:wa-suffix/wa,t̪ a + w a,15 1716,498,0,t̪ a - + w a,Dhakal2024
Gyalsumdo-238-Year-1,,Gyalsumdo,238-Year,lo,lo,l o,[x],Dhakal2024,1494,,,,year,l o,3744,1150,1,l o,Dhakal2024
Gyalsumdo-145-Old-1,,Gyalsumdo,145-Old,ɲiŋpa,ɲiŋpa,ɲ i ŋ + p a,[x],Dhakal2024,,,,,old _:pa-suffix/pa,ɲ i.ŋ + p a,1975 8,576,0,ɲ i.ŋ + p a,Dhakal2024
Gyalsumdo-138-New-1,,Gyalsumdo,138-New,sampa,sampa,s a + ⁿp/p a,[x],Dhakal2024,1349,,,,new _:ba-suffix/ba,s a + ⁿp/p a,1883 10,549,1,s a + ⁿp/p a,Dhakal2024
Gyalsumdo-84-Good-1,,Gyalsumdo,84-Good,jabu,jabu,j a + b u,[x],Dhakal2024,1272,,,,good _:bu-suffix/bu,j a + b u,1149 107,330,1,j a + b u,Dhakal2024
Gyalsumdo-8-Bad-1,,Gyalsumdo,8-Bad,majabu,majabu,m a + j a + b u,[x],Dhakal2024,33,,,,not good _:bu-suffix/bu,m a + j a + b u,105 1149 107,33,1,m a + j a + b u,Dhakal2024
Gyalsumdo-225-Wet-1,,Gyalsumdo,225-Wet,taŋmu,taŋmu,t̪ a ŋ + m u,[x],Dhakal2024,179,,,,cold _:mu-suffix/mu,t̪ a.ŋ + m u,553 3365,1081,1,t̪ a.ŋ + m u,Dhakal2024
Gyalsumdo-49-Dry-1,,Gyalsumdo,49-Dry,kəmpu,kəmpu,k ə m + p u,[x],Dhakal2024,1234,,,,dry _:bu-suffix,k ə.m + p u,671 1581,214,1,k ə.m + p u,Dhakal2024
Gyalsumdo-118-Long-1,,Gyalsumdo,118-Long,ɹiŋbu,ɹiŋbu,ɹ i ŋ + b u,,Dhakal2024,1321,,,,long _:bu-suffix/bu,ɹ i.ŋ + b u,1607 1581,468,1,ɹ i.ŋ + b u,Dhakal2024
Gyalsumdo-175-Short-1,,Gyalsumdo,175-Short,t̪øma,t̪øma,t̪ ø + m a,[x],Dhakal2024,1386,,,,short/thum _:ma-suffix/ma,t̪ ø + m a,2420 1442,720,1,t̪ ø + m a -,Dhakal2024
Gyalsumdo-98-Hot-1,,Gyalsumdo,98-Hot,tsʰant̪i,tsʰant̪i,tsʰ a + ⁿt̪/t̪ i,[x],Dhakal2024,1296,,,,hot/tsha _:ti-suffix/ti,tsʰ a + ⁿt̪/t̪ i,1365 1476,396,1,tsʰ a + ⁿt̪/t̪ i,Dhakal2024
Gyalsumdo-37-Cold-1,,Gyalsumdo,37-Cold,taŋmu,taŋmu,t̪ a ŋ + m u,[x],Dhakal2024,179,,,,cold _:mu-suffix/mu,t̪ a.ŋ + m u,553 3365,179,1,t̪ a.ŋ + m u,Dhakal2024
Gyalsumdo-163-Right-1,,Gyalsumdo,163-Right,jøba,jøba,j ø + b a,[?],Dhakal2024,1365,,,,right/jo _:pa-suffix,j ø + b a,2233 10,659,1,j ø + b a,Dhakal2024
Gyalsumdo-110-Left-1,,Gyalsumdo,110-Left,jøma,jøma,j ø + m a,[x],Dhakal2024,1317,,,,left/jo _:ma-suffix/ma,j ø + m a,1494 11,435,1,j ø - + m a -,Dhakal2024
Gyalsumdo-136-Near-1,,Gyalsumdo,136-Near,ɲemu,ɲemu,ɲ e + m u,[x],Dhakal2024,1345,,,,near/nje _:mu-suffix/mu,ɲ e + m u,1856 3365,542,1,ɲ e + m u,Dhakal2024
Gyalsumdo-62-Far-1,,Gyalsumdo,62-Far,t̪ʰaɹiŋbu,t̪ʰaɹiŋbu,t̪ʰ a + ɹ i ŋ + b u,[x],Dhakal2024,1247,,,,far/tha long _:bu-suffix/bu,t̪ʰ a + ɹ i.ŋ + b u,868 1607 1581,265,1,t̪ʰ a + ɹ i.ŋ + b u,Dhakal2024
Gyalsumdo-15-Big-1,,Gyalsumdo,15-Big,tɕʰjumbu,tɕʰjumbu,tɕʰj/tɕʰ u + ⁿb/b u,tɕʰe «big»,Dhakal2024,1195,,,,big _:bu-suffix,tɕʰj/tɕʰ u + ⁿb/b u,213 1581,75,1,tɕʰj/tɕʰ u + ⁿb/b u,Dhakal2024
Gyalsumdo-181-Small-1,,Gyalsumdo,181-Small,tɕema,tɕema,!tɕ/tɕʰ e + m a,tɕʰuŋ «small»,Dhakal2024,731,,,,small/? _:ma-suffix/ma,!tɕ/tɕʰ e + m a,2471 1442,732,1,!tɕ/tɕʰ e - + m a -,Dhakal2024
Gyalsumdo-93-Heavy-1,,Gyalsumdo,93-Heavy,tɕent̪i,tɕent̪i,tɕ e + ⁿt̪/t̪ i,l.dʑ.i.d «heavy»,Dhakal2024,1290,,,,*heavy/tsen _*:de-suffix,tɕ e + ⁿt̪/t̪ i,1283 1284,370,1,tɕ e + ⁿt̪/t̪ i,Dhakal2024
Gyalsumdo-115-Light-1,,Gyalsumdo,115-Light,jaŋmu,jaŋmu,j a ŋ + m u,jaŋ «light»,Dhakal2024,1319,,,,light _:mu-suffix/mu,j a.ŋ + m u,1546 3365,450,1,j a.ŋ + m u,Dhakal2024
Gyalsumdo-1-Above-1,,Gyalsumdo,1-Above,ɲala,ɲala,ɲ a + l a,[x],Dhakal2024,180,,,,above/nya _there/la,ɲ a + l a,1 200,180,1,ɲ a + l a,Dhakal2024
Gyalsumdo-47-Below-1,,Gyalsumdo,47-Below,wala,wala,w a + l a,[x],Dhakal2024,62,,,,below/wa _there/la,w a + l a,199 200,68,1,w a + l a,Dhakal2024
Gyalsumdo-231-White-1,,Gyalsumdo,231-White,kaɹpu,kaɹpu,k a ɹ + p u,d.k a.r,Dhakal2024,1472,,,,star/white _:bu-suffix/pu,k a.ɹ + p u,2565 1581,1106,1,k a.ɹ + p u,Dhakal2024
Gyalsumdo-17-Black-1,,Gyalsumdo,17-Black,nakpu,nakpu,n a k + p u,nag «black»,Dhakal2024,1203,,,,black _:bu-suffix/pu,n a.k + p u,229 1581,81,1,n a.k + p u,Dhakal2024
Gyalsumdo-161-Red-1,,Gyalsumdo,161-Red,maɹpu,maɹpu,m a ɹ + p u,d.m a.r,Dhakal2024,1360,,,,red :bu-suffix/pu,m a.ɹ + p u,2205 1581,651,1,m a.ɹ + p u,Dhakal2024
Gyalsumdo-148-One-1,,Gyalsumdo,148-One,tɕiɡ,tɕiɡ,tɕ i g/k,[x],Dhakal2024,1354,,,,one,tɕ i.g/k,2024,588,1,tɕ i.g/k,Dhakal2024
Gyalsumdo-216-Two-1,,Gyalsumdo,216-Two,ɲi,ɲi,ɲ i,[x],Dhakal2024,1067,,,,two,ɲ i,3448,1053,1,ɲ i,Dhakal2024
Gyalsumdo-205-Three-1,,Gyalsumdo,205-Three,sum,sum,s u m,[x],Dhakal2024,1433,,,,three,s u.m,2800,829,1,s u.m,Dhakal2024
Gyalsumdo-75-Four-1,,Gyalsumdo,75-Four,ɕi,ɕi,ɕ i,[x],Dhakal2024,1230,,,,*four,ɕ i,1051,307,1,ɕ i,Dhakal2024
Gyalsumdo-71-Five-1,,Gyalsumdo,71-Five,ŋa,ŋa,ŋ a,[x],Dhakal2024,1310,,,,five,ŋ a,1009,302,1,ŋ a,Dhakal2024
Gyalsumdo-177-Six-1,,Gyalsumdo,177-Six,tuk,tuk,!t̪/t̪ʰ u k,[x],Dhakal2024,1388,,,,six,!t̪/t̪ʰ u.k,2435,724,1,!t̪/t̪ʰ u.k,Dhakal2024
Gyalsumdo-177-Six-2,,Gyalsumdo,177-Six,tʰuk,tʰuk,t̪ʰ u k,[x],Dhakal2024,1388,,,,six,t̪ʰ u.k,2435,724,1,t̪ʰ u.k,Dhakal2024
Gyalsumdo-173-Seven-1,,Gyalsumdo,173-Seven,t̪yn,t̪yn,t̪ y n,[x],Dhakal2024,1384,,,,seven,t̪ y.n,2400,717,1,t̪ y.n,Dhakal2024
Gyalsumdo-55-Eight-1,,Gyalsumdo,55-Eight,ke,ke,k e,[x],Dhakal2024,1245,,,,eight,k e,764,234,1,k e -,Dhakal2024
Gyalsumdo-140-Nine-1,,Gyalsumdo,140-Nine,ku,ku,k u,[x],Dhakal2024,1351,,,,nine,k u,1916,559,1,k u,Dhakal2024
Gyalsumdo-195-Ten-1,,Gyalsumdo,195-Ten,tɕu,tɕu,tɕ u !Ø/k,[x],Dhakal2024,1422,,,,ten,tɕ u.!Ø/k,2672,782,1,tɕ u.!Ø/k,Dhakal2024
Gyalsumdo-57-Eleven-1,,Gyalsumdo,57-Eleven,tɕuktɕik,tɕuktɕik,tɕ u k + tɕ i k,[x],Dhakal2024,,,,,ten one,tɕ u.k + tɕ i.k,2672 2024,248,0,tɕ u.k + tɕ i.k,Dhakal2024
Gyalsumdo-214-Twelve-1,,Gyalsumdo,214-Twelve,tɕuɲi,tɕuɲi,tɕ u !Ø/k + ɲ i,[x],Dhakal2024,,,,,ten two,tɕ u.!Ø/k + ɲ i,2672 3448,1047,0,tɕ u.!Ø/k + ɲ i,Dhakal2024
Gyalsumdo-215-Twenty-1,,Gyalsumdo,215-Twenty,ɲiɕu,ɲiɕu,ɲ i + ɕ/tɕ u !Ø/k,[x],Dhakal2024,1451,,,,two ten,ɲ i + ɕ/tɕ u.!Ø/k,3448 2672,1049,1,ɲ i + ɕ/tɕ u.!Ø/k,Dhakal2024
Gyalsumdo-101-OneHundred-1,,Gyalsumdo,101-OneHundred,kja,kja,k j a,[x],Dhakal2024,1303,,,,hundred,k.j a,2035,590,1,k.j a,Dhakal2024
Gyalsumdo-232-Who-1,,Gyalsumdo,232-Who,su,su,s u,← Chinese shi,Dhakal2024,1474,,,,who,s u,3638,1110,1,s u,Dhakal2024
Gyalsumdo-226-What-1,,Gyalsumdo,226-What,tɕi,tɕi,tɕ i,[x],Dhakal2024,1464,,,,what/tsi,tɕ i,3559,1089,1,tɕ i,Dhakal2024
Gyalsumdo-229-Where-1,,Gyalsumdo,229-Where,kəɹu,kəɹu,k ə + ɹ u,[x],Dhakal2024,1470,,,,where/ka _there/ru,k ə + ɹ u,3587 3588,1095,1,k ə + ɹ u,Dhakal2024
Gyalsumdo-228-When-1,,Gyalsumdo,228-When,nam,nam,n a m,[x],Dhakal2024,,,,,when,n a.m,3578,1094,0,n a.m,Dhakal2024
Gyalsumdo-100-Howmany-1,,Gyalsumdo,100-Howmany,katse,katse,k a + ts e,[x],Dhakal2024,,,,,how/ka how/tse,k a + ts e,1397 1398,407,0,k a - + ts e,Dhakal2024
Gyalsumdo-230-Which-1,,Gyalsumdo,230-Which,kand̪i,kand̪i,k a n + !d/t̪ i,[x],Dhakal2024,,,,,which/kang _this,k a.n + !d/t̪ i,3603 2734,1102,0,k a.n + !d/t̪ i,Dhakal2024
Gyalsumdo-201-This-1,,Gyalsumdo,201-This,t̪i,t̪i,t̪ i,[x],Dhakal2024,1428806,,,,this,t̪ i,2734,806,1,t̪ i,Dhakal2024
Gyalsumdo-196-That-1,,Gyalsumdo,196-That,ot̪i,ot̪i,o + t̪ i,[x],Dhakal2024,786,,,,over-there/o _this,o + t̪ i,2358 2734,786,1,o + t̪ i,Dhakal2024
Gyalsumdo-200-These-1,,Gyalsumdo,200-These,t̪ija,t̪ija,t̪ i + j a,[x],Dhakal2024,,,,,_this :plural-suffix/ja,t̪ i + j a,2734 2697,120,0,t̪ i + - j a,Dhakal2024
Gyalsumdo-197-Those-1,,Gyalsumdo,197-Those,kʰuŋja,kʰuŋja,kʰ u ŋ + j a,[x],Dhakal2024,,,,,those :plural-suffix/ja,kʰ u.ŋ + j a,2761 2697,815,0,kʰ u.ŋ + j a,Dhakal2024
Gyalsumdo-171-Same-1,,Gyalsumdo,171-Same,ot̪iɹaŋ,ot̪iɹaŋ,o + t̪ i + ɹ a ŋ,[x],Dhakal2024,,,,,over-there/o this _same/rang,o + t̪ i + ɹ a.ŋ,2358 2734 2360,130,0,o + t̪ i + ɹ a.ŋ,Dhakal2024
Gyalsumdo-171-Same-2,,Gyalsumdo,171-Same,od̪iɹaŋ,od̪iɹaŋ,o + !d̪/t̪ i + ɹ a ŋ,[x],Dhakal2024,,,,,over-there/o this _same/rang,o + !d̪/t̪ i + ɹ a.ŋ,2358 2734 2360,130,0,o + !d̪/t̪ i + ɹ a.ŋ,Dhakal2024
Gyalsumdo-171-Same-3,,Gyalsumdo,171-Same,taɡe,taɡe,t̪ a + g e,[x],Dhakal2024,,,,,same/ta same/ge,t̪ a + g e,632 633,131,0,t̪ a + g e,Dhakal2024
Gyalsumdo-44-Different-1,,Gyalsumdo,44-Different,mendaɡe,mendaɡe,m !e/a + !ⁿd/t̪ a + g e,[x],Dhakal2024,,,,,not same/ta same/ge,m !e/a + !ⁿd/t̪ a + g e,631 632 633,201,0,m !e/a + !ⁿd/t̪ a + g e,Dhakal2024
Gyalsumdo-233-Whole-1,,Gyalsumdo,233-Whole,t̪aɡɹaŋ,t̪aɡɹaŋ,t̪ a g/k + ɹ a ŋ,[x],Dhakal2024,,,,,all/tag all/rang,t̪ a.g/k + ɹ a.ŋ,22 16,147,0,t̪ a.g/k + ɹ a.ŋ,Dhakal2024
Gyalsumdo-26-Broken-1,,Gyalsumdo,26-Broken,tɕʰjakpu,tɕʰjakpu,tɕʰj/tɕʰ a k + p u,[x],Dhakal2024,,,,,broken _:bu-suffix,tɕʰj/tɕʰ a.k + p u,373 1581,126,0,tɕʰj/tɕʰ a.k + p u,Dhakal2024
Gyalsumdo-65-Few-1,,Gyalsumdo,65-Few,ɲuŋe,ɲuŋe,ɲ u + ŋ e,[?],Dhakal2024,,,,,few/ny _/ŋe,ɲ u + ŋ e,929 930,279,0,ɲ u + ŋ e,Dhakal2024
Gyalsumdo-122-Many-1,,Gyalsumdo,122-Many,maŋbu,maŋbu,m a ŋ + b u,[x],Dhakal2024,1323,,,,many _:bu-suffix,m a.ŋ + b u,1651 107,477,1,m a.ŋ + b u,Dhakal2024
Gyalsumdo-2-All-1,,Gyalsumdo,2-All,t̪aɡɹaŋ,t̪aɡɹaŋ,t̪ a g/k + ɹ a ŋ,[x],Dhakal2024,154,,,,all/tag _all/rang,t̪ a.g/k + ɹ a.ŋ,22 16,154,1,t̪ a.g/k + ɹ a.ŋ,Dhakal2024
Gyalsumdo-53-Toeat-1,,Gyalsumdo,53-Toeat,se,se,s e,[x],Dhakal2024,1311,,,,eat/se,s e,20,892,1,s e,Dhakal2024
Gyalsumdo-16-Tobite-1,,Gyalsumdo,16-Tobite,ale,ale,a + l e,[x],Dhakal2024,851,,,,_:a-suffix chew/le,a + l e,2861 2905,851,1,a + l e,Dhakal2024
Gyalsumdo-16-Tobite-2,,Gyalsumdo,16-Tobite,soɡjapb,soɡjapb,s o + g j a !pb/p,[x],Dhakal2024,1198,,,,bite/so bite/gjap,s o + g.j a.!pb/p,2866 2864,849,1,s o + g.j a.!pb/p,Dhakal2024
Gyalsumdo-13-Tobehungry-1,,Gyalsumdo,13-Tobehungry,t̪oɡɛ,t̪oɡɛ,t̪ o + g ɛ,[x],Dhakal2024,,,,,hungry/to _:suffix/ge,t̪ o + g ɛ,2809 2810,830,0,t̪ o + g ɛ,Dhakal2024
Gyalsumdo-48-Todrink-1,,Gyalsumdo,48-Todrink,t̪ʰuŋ,t̪ʰuŋ,t̪ʰ u ŋ,[x],Dhakal2024,1232,,,,drink,t̪ʰ u.ŋ,2950,886,1,t̪ʰ u.ŋ,Dhakal2024
Gyalsumdo-199-Tobethirsty-1,,Gyalsumdo,199-Tobethirsty,kʰakomkɛ,kʰakomkɛ,kʰ a + k o m + k ɛ,[x],Dhakal2024,,,,,mouth thirsty _:ke-suffix/ke,kʰ a + k o.m + k ɛ,1821 2839 2840,155,0,kʰ a + k o m + k ɛ,Dhakal2024
Gyalsumdo-180-Tosleep-1,,Gyalsumdo,180-Tosleep,ɲal,ɲal,ɲ a l,[x],Dhakal2024,1394,,,,sleep,ɲ a.l,3192,978,1,ɲ a.l,Dhakal2024
Gyalsumdo-113-Tolie-1,,Gyalsumdo,113-Tolie,tʰelaɲal,tʰelaɲal,t̪ʰ e + l a + ɲ a l,[x],Dhakal2024,,,,,lie/the lie/la sleep,t̪ʰ e + l a + ɲ a.l,3066 3067 3192,930,0,t̪ʰ e + l a + ɲ a.l,Dhakal2024
Gyalsumdo-176-Tosit-1,,Gyalsumdo,176-Tosit,t̪e,t̪e,t̪ e,,Dhakal2024,,,,,sit/te,t̪ e,3176,973,0,t̪ e -,Dhakal2024
Gyalsumdo-80-Togive-1,,Gyalsumdo,80-Togive,t̪eɹ,t̪eɹ,t̪ e ɹ,,Dhakal2024,903,,,,give/ter,t̪ e.ɹ,3000,903,1,t̪ e ɹ,Dhakal2024
Gyalsumdo-29-Toburn-1,,Gyalsumdo,29-Toburn,takɛ,takɛ,t̪ a + k ɛ,,Dhakal2024,,,,,burn/ta _:ke-suffix/ke,t̪ a + k ɛ,2886 2840,860,0,t̪ a + k - ɛ,Dhakal2024
Gyalsumdo-43-Todie-1,,Gyalsumdo,43-Todie,ɕi,ɕi,ɕ i,← Chinese sǐ,Dhakal2024,1230,,,,die,ɕ i,2936,882,1,ɕ i,Dhakal2024
Gyalsumdo-106-Tokill-1,,Gyalsumdo,106-Tokill,se,se,s e,← Chinese shā,Dhakal2024,1311,,,,kill,s e,3050,924,1,s e,Dhakal2024
Gyalsumdo-74-Tofly-1,,Gyalsumdo,74-Tofly,pʰiɹ,pʰiɹ,pʰ i ɹ,,Dhakal2024,1259,,,,fly,pʰ i.ɹ,2984,897,1,pʰ i.ɹ,Dhakal2024
Gyalsumdo-220-Towalk-1,,Gyalsumdo,220-Towalk,kju,kju,k j u,?,Dhakal2024,1013,,,,TO,k.j u,3289,1013,1,k.j u,Dhakal2024
Gyalsumdo-169-Torun-1,,Gyalsumdo,169-Torun,t̪aɹkjulaŋ,t̪aɹkjulaŋ,t̪ a ɹ + k j u + l a ŋ,,Dhakal2024,20,,,,run ? ?,t̪ a.ɹ + k.j u + l a.ŋ,3156 3157 3158,966,1,t̪ a.ɹ + k.j u + l a.ŋ,Dhakal2024
Gyalsumdo-81-Togo-1,,Gyalsumdo,81-Togo,to,to,!t/t̪ o,,Dhakal2024,,,,,go/to,!t/t̪ o,3017,910,0,!t/t̪ o -,Dhakal2024
Gyalsumdo-38-Tocome-1,,Gyalsumdo,38-Tocome,ɕjo,ɕjo,ɕ j o,,Dhakal2024,1224,,,,come/sjo,ɕ.j o,2921,876,1,ɕ.j o,Dhakal2024
Gyalsumdo-38-Tocome-2,,Gyalsumdo,38-Tocome,oŋ,oŋ,o ŋ,,Dhakal2024,1223,,,,come/oŋ,o.ŋ,2922,875,1,o.ŋ,Dhakal2024
Gyalsumdo-186-Tospeak-1,,Gyalsumdo,186-Tospeak,labt̪aŋɡɛ,labt̪aŋɡɛ,l a b + t̪ a ŋ + g ɛ,,Dhakal2024,,,,,speak/lab _to _to,l a.b + t̪ a.ŋ + g ɛ,3211 3212 3213,985,0,l a.b + t̪ a.ŋ + g ɛ,Dhakal2024
Gyalsumdo-116-Tohearlisten-1,,Gyalsumdo,116-Tohearlisten,ɲin,ɲin,ɲ i n,,Dhakal2024,51,,,,hear/njin,ɲ i.n,3033,917,1,ɲ i n,Dhakal2024
Gyalsumdo-119-Tolook-1,,Gyalsumdo,119-Tolook,t̪e,t̪e,t̪ e,,Dhakal2024,,,,,look/ta,t̪ e,3096,944,0,t̪ e,Dhakal2024
Gyalsumdo-103-I-1,,Gyalsumdo,103-I,ŋa,ŋa,ŋ a,[x],Dhakal2024,1310,,,,I,ŋ a,1432,418,1,ŋ a,Dhakal2024
Gyalsumdo-203-Youinformal-1,,Gyalsumdo,203-Youinformal,kʰe,kʰe,kʰ !Ø/j e,[x],Dhakal2024,1430,,,,thou,kʰ.!Ø/j e,3779,1157,1,kʰ.!Ø/j - e -,Dhakal2024
Gyalsumdo-241-Youformal-1,,Gyalsumdo,241-Youformal,kʰela,kʰela,kʰ !Ø/j e + l a,,Dhakal2024,,,,,_you there,kʰ.!Ø/j e + l a,3779 200,1153,0,kʰ.!Ø/j e + l a,Dhakal2024
Gyalsumdo-241-Youformal-2,,Gyalsumdo,241-Youformal,kʰeɹaŋ,kʰeɹaŋ,kʰ !Ø/j e + ɹ a ŋ,,Dhakal2024,,,,,_you all/raŋ,kʰ.!Ø/j e + ɹ a.ŋ,3779 16,1152,0,kʰ.!Ø/j e + ɹ a.ŋ,Dhakal2024
Gyalsumdo-90-He-1,,Gyalsumdo,90-He,kʰo,kʰo,kʰ o,[x],Dhakal2024,,,,,he,kʰ o,1254,365,0,kʰ o,Dhakal2024
Gyalsumdo-174-She-1,,Gyalsumdo,174-She,mo,mo,m o,[x],Dhakal2024,,,,,female,m o,601,718,0,m o,Dhakal2024
Gyalsumdo-224-Weinclusive-1,,Gyalsumdo,224-Weinclusive,ɲi,ɲi,ɲ i,,Dhakal2024,1067,,,,we,ɲ i,3499,1067,1,ɲ i,Dhakal2024
Gyalsumdo-224-Weinclusive-2,,Gyalsumdo,224-Weinclusive,ɲija,ɲija,ɲ i + j a,,Dhakal2024,1067,,,,we :plural-suffix/ja,ɲ i + j a,3499 2697,1067,1,ɲ i + j a,Dhakal2024
Gyalsumdo-224-Weinclusive-3,,Gyalsumdo,224-Weinclusive,ɲiɹaŋ,ɲiɹaŋ,ɲ i + ɹ a ŋ,,Dhakal2024,1066,,,,we all/rang,ɲ i + ɹ a.ŋ,3499 16,1066,1,ɲ i + ɹ a.ŋ,Dhakal2024
Gyalsumdo-223-Weexclusive-1,,Gyalsumdo,223-Weexclusive,oɹaŋ,oɹaŋ,o + ɹ a ŋ,,Dhakal2024,,,,,we-exclusive all/rang,o + ɹ a.ŋ,3486 16,1059,0,o + ɹ a.ŋ,Dhakal2024
