ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGIDS	MORPHEMES	COGID	ALIGNMENT
925	Lowa	Hot	tsʰa	tsʰa	tsʰ a	1365	HOT	395	tsʰ a -
1176	Nubri	Hot	tsʰawo	tsʰawo	tsʰ a + w o	1365 1369	HOT _hot	395	tsʰ a - + w o
1430	Sherpa	Hot	tsʰand̪i	tsʰand̪i	tsʰ a n/n + d i	1365 1366	HOT _hot	395	tsʰ a n/n + d i
1673	Tsum	Hot	tsʰand̪e	tsʰand̪e	tsʰ a n/n + d e	1365 1366	HOT _hot	395	tsʰ a n/n + d e
1937	Yolmo	Hot	tomu	tomu	t o + m u	1367 1368	HOT _hot	397	t o - + m u
30	Gyalsumdo	House	kʰaŋpa	kʰaŋpa	kʰ a ŋ + p a	1381 1382	HOUSE _house	400	kʰ a ŋ + p a
294	Jirel	House	kʰamba	kʰamba	kʰ a n/m + b a	1381 1382	HOUSE _house	400	kʰ a n/m + b a
555	Kagate	House	kʰim	kʰim	kʰ i m	1381	HOUSE	400	kʰ i m
809	Lowa	House	kʰaŋpa	kʰaŋpa	kʰ a ŋ + p a	1381 1382	HOUSE _house	400	kʰ a ŋ + p a
1066	Nubri	House	kʰim	kʰim	kʰ i m	1381	HOUSE	400	kʰ i m
1318	Sherpa	House	kʰaŋba	kʰaŋba	kʰ a ŋ + b a	1381 1382	HOUSE _house	400	kʰ a ŋ + b a
1562	Tsum	House	koɹtsa	koɹtsa	k o ɹ + ts a	1383 1384	HOUSE _house	402	k o ɹ + ts a
1563	Tsum	House	kʰim	kʰim	kʰ i m	1381	HOUSE	400	kʰ i m
1826	Yolmo	House	kʰaŋba	kʰaŋba	kʰ a ŋ + b a	1381 1382	HOUSE _house	400	kʰ a ŋ + b a
184	Gyalsumdo	How many	katse	katse	k a + ts e	1397 1398	HOW _how	404	k a - + ts e
444	Jirel	How many	t̪ʰoji	t̪ʰoji	t̪ʰ o + j i	1398 1399	HOW _how	405	t̪ʰ o + j i
702	Kagate	How many	kadze	kadze	k a + dz e	1397 1398	HOW _how	404	k a - + dz e
959	Lowa	How many	kantɕø	kantɕø	k a n + tɕ ø	1397 1398	HOW _how	404	k a n + tɕ ø
1210	Nubri	How many	maŋlo	maŋlo	m a ŋ + l o	1400 1401	HOW _how	407	m a ŋ + l o
1463	Sherpa	How many	kʰədzo	kʰədzo	kʰ ə + dz o	1397 1398	HOW _how	404	kʰ ə - + dz o
1706	Tsum	How many	kanʑøʔ	kanʑøʔ	k a n + ʑ ø ʔ	1397 1402	HOW _how	404	k a n + ʑ ø ʔ
1971	Yolmo	How many	kadze	kadze	k a + dz e	1397 1398	HOW _how	404	k a - + dz e
124	Gyalsumdo	Husband	kʰjoka	kʰjoka	kʰ j o + k a	1414 1415	HUSBAND _husband	410	kʰ j o + k a
125	Gyalsumdo	Husband	kʰjoɡa	kʰjoɡa	kʰ j o + g a	1414 1415	HUSBAND _husband	410	kʰ j o + g a
386	Jirel	Husband	kʰjobo	kʰjobo	kʰ j o + b o	1414 1416	HUSBAND _husband	410	kʰ j o + b o
643	Kagate	Husband	kʰjobo	kʰjobo	kʰ j o + b o	1414 1416	HUSBAND _husband	410	kʰ j o + b o
900	Lowa	Husband	kʰjoɡa	kʰjoɡa	kʰ j o + g a	1414 1415	HUSBAND _husband	410	kʰ j o + g a
1153	Nubri	Husband	kʰjoka	kʰjoka	kʰ j o + k a	1414 1415	HUSBAND _husband	410	kʰ j o + k a
1407	Sherpa	Husband	kʰjoa	kʰjoa	kʰ j oa	1414	HUSBAND	410	kʰ j oa
1650	Tsum	Husband	kʰjowa	kʰjowa	kʰ j o + w a	1414 1415	HUSBAND _husband	410	kʰ j o + w a
1914	Yolmo	Husband	kʰjowa	kʰjowa	kʰ j o + w a	1414 1417	HUSBAND _husband	410	kʰ j o + w a
221	Gyalsumdo	I	ŋa	ŋa	ŋ a	1432	I	414	ŋ a
488	Jirel	I	ŋa	ŋa	ŋ a	1432	I	414	ŋ a
736	Kagate	I	ŋa	ŋa	ŋ a	1432	I	414	ŋ a
997	Lowa	I	ŋa	ŋa	ŋ a	1432	I	414	ŋ a
1245	Nubri	I	ŋa	ŋa	ŋ a	1432	I	414	ŋ a
1496	Sherpa	I	ŋa	ŋa	ŋ a	1432	I	414	ŋ a
1747	Tsum	I	ŋa	ŋa	ŋ a	1432	I	414	ŋ a
2005	Yolmo	I	ŋa	ŋa	ŋ a	1432	I	414	ŋ a
236	Gyalsumdo	Intestine	kjuma	kjuma	k j u + m a	1441 1442	INTESTINE _intestine	415	- k j u - + m a -
237	Gyalsumdo	Intestine	kʰjuma	kʰjuma	kʰ j u + m a	1441 1442	INTESTINE _intestine	415	- kʰ j u - + m a -
499	Jirel	Intestine	ŋɡjumak	ŋɡjumak	ŋ g j u + m a k	1441 1442	INTESTINE _intestine	415	ŋ g j u - + m a k
748	Kagate	Intestine	kjuma	kjuma	k j u + m a	1441 1442	INTESTINE _intestine	415	- k j u - + m a -
1009	Lowa	Intestine	kjuma	kjuma	k j u + m a	1441 1442	INTESTINE _intestine	415	- k j u - + m a -
1257	Nubri	Intestine	kjõ	kjõ	k j õ	1441	INTESTINE	415	- k j õ -
1508	Sherpa	Intestine	ɡema	ɡema	g e + m a	1443 1442	_intestine INTESTINE	416	g e + m a -
1761	Tsum	Intestine	kjuã	kjuã	k j u ã	1441	INTESTINE	415	- k j u ã
2018	Yolmo	Intestine	kjuma	kjuma	k j u + m a	1441 1442	INTESTINE _intestine	415	- k j u - + m a -
40	Gyalsumdo	Knife	kaɾt̪a	kaɾt̪a	k a ɾ + t̪ a	1458 1459	_knife KNIFE	418	k a ɾ + t̪ - a
302	Jirel	Knife	tɕʰuɹa	tɕʰuɹa	tɕʰ u + ɹ a	1460 1461	KNIFE _knife	419	tɕʰ - u - + ɹ a
303	Jirel	Knife	tsəku	tsəku	ts ə + k u	1462 1460	_knife KNIFE	419	ts ə + k - u -
563	Kagate	Knife	kart̪a	kart̪a	k a r + t̪ a	1458 1459	_knife KNIFE	418	k a r + t̪ - a
817	Lowa	Knife	tʰi	tʰi	tʰ i	1459	KNIFE	418	tʰ - i
1074	Nubri	Knife	tuku	tuku	t u + k u	1459 1460	KNIFE _knife	418	t - u + k - u -
1326	Sherpa	Knife	tʰitɕjuŋ	tʰitɕjuŋ	tʰ i + tɕ j u ŋ	1459 1460	KNIFE _knife	418	tʰ - i + tɕ j u ŋ
1571	Tsum	Knife	tʰɹiu	tʰɹiu	tʰ ɹ iu	1459	KNIFE	418	tʰ ɹ iu
1834	Yolmo	Knife	kaɹt̪a	kaɹt̪a	k a ɹ + t̪ a	1458 1459	_knife KNIFE	418	k a ɹ + t̪ - a
69	Gyalsumdo	Leaf	lapt̪i	lapt̪i	l a p + t̪ i	1475 1476	_leaf LEAF	425	l a p + t̪ i
70	Gyalsumdo	Leaf	loma	loma	l o + m a	1479 1478	_leaf LEAF	423	l o + m a -
332	Jirel	Leaf	ɕjomak	ɕjomak	ɕ j o + m a k	1477 1478	_leaf LEAF	423	ɕ j o + m a k
591	Kagate	Leaf	loma	loma	l o + m a	1479 1478	_leaf LEAF	423	l o + m a -
847	Lowa	Leaf	loma	loma	l o + m a	1479 1478	_leaf LEAF	423	l o + m a -
1102	Nubri	Leaf	loma	loma	l o + m a	1479 1478	_leaf LEAF	423	l o + m a -
1355	Sherpa	Leaf	d̪əma	d̪əma	d̪ ə + m a	1476 1478	_leaf LEAF	423	d̪ ə + m a -
1599	Tsum	Leaf	hlawa	hlawa	h l a + w a	1480 1478	_leaf LEAF	423	h l a + w a -
1863	Yolmo	Leaf	loma	loma	l o + m a	1479 1478	_leaf LEAF	423	l o + m a -
153	Gyalsumdo	Left	jøma	jøma	j ø + m a	1494 1495	LEFT _left	429	j ø - + m a
412	Jirel	Left	d̪ebɹepa	d̪ebɹepa	d̪ e + b ɹ e + p a	1496 1497 1498	_left _left LEFT	431	d̪ e + b ɹ e + p a
672	Kagate	Left	joma	joma	j o + m a	1494 1495	LEFT _left	429	j o - + m a
928	Lowa	Left	jømpa	jømpa	j ø m + p a	1494 1498	LEFT _left	429	j ø m + p a
1179	Nubri	Left	jon̪	jon̪	j o n̪	1494	LEFT	429	j o n̪
1433	Sherpa	Left	pʰiloɡpa	pʰiloɡpa	pʰ i + l o g + p a	1499 1500 1498	_left _left LEFT	431	pʰ i + l o g + p a
1676	Tsum	Left	joma	joma	j o + m a	1494 1495	LEFT _left	429	j o - + m a
1940	Yolmo	Left	joma	joma	j o + m a	1494 1495	LEFT _left	429	j o - + m a
21	Gyalsumdo	Leg	kaŋpa	kaŋpa	k a ŋ + p a	1512 1513	_leg LEG	436	k a ŋ + p a
286	Jirel	Leg	tʰekpa	tʰekpa	tʰ e k + p a	1514 1513	_leg LEG	436	tʰ e k + p a
547	Kagate	Leg	kaŋba	kaŋba	k a ŋ + b a	1512 1513	_leg LEG	436	k a ŋ + b a
800	Lowa	Leg	kaŋpa	kaŋpa	k a ŋ + p a	1512 1513	_leg LEG	436	k a ŋ + p a
1058	Nubri	Leg	kaŋpa	kaŋpa	k a ŋ + p a	1512 1513	_leg LEG	436	k a ŋ + p a
1309	Sherpa	Leg	kaŋba	kaŋba	k a ŋ + b a	1512 1513	_leg LEG	436	k a ŋ + b a
1554	Tsum	Leg	kaŋba	kaŋba	k a ŋ + b a	1512 1513	_leg LEG	436	k a ŋ + b a
1818	Yolmo	Leg	kaŋba	kaŋba	k a ŋ + b a	1512 1513	_leg LEG	436	k a ŋ + b a
254	Gyalsumdo	Lid (cover)	kʰəptɕu	kʰəptɕu	kʰ ə p + tɕ u	1529 1530	LID _lid	439	kʰ ə p + - tɕ - u -
516	Jirel	Lid (cover)	mbutso	mbutso	ⁿb u + ts o	1531 1530	_lid LID	440	ⁿb u + - ts - o -
766	Kagate	Lid (cover)	kʰaptɕju	kʰaptɕju	kʰ a p + tɕ j u	1529 1530	LID _lid	439	kʰ a p + - tɕ j u -
1027	Lowa	Lid (cover)	kʰabtɕø	kʰabtɕø	kʰ a + b tɕ ø	1529 1530	LID _lid	439	kʰ a - + b tɕ - ø -
1276	Nubri	Lid (cover)	kʰaptɕuk	kʰaptɕuk	kʰ a p + tɕ u k	1529 1530	LID _lid	439	kʰ a p + - tɕ - u k
1524	Sherpa	Lid (cover)	kʰept̪ok	kʰept̪ok	kʰ e p + t̪ o k	1529 1532	LID _lid	439	kʰ e p + t̪ o k
1781	Tsum	Lid (cover)	kʰaʑøʔ	kʰaʑøʔ	kʰ a + ʑ ø ʔ	1529 1533	LID _lid	439	kʰ a - + ʑ ø ʔ
2037	Yolmo	Lid (cover)	kʰaʑu	kʰaʑu	kʰ a + ʑ u	1529 1530	LID _lid	439	kʰ a - + - ʑ - u -
159	Gyalsumdo	Light	jaŋmu	jaŋmu	j a ŋ + m u	1546 1547	LIGHT _light	444	j a ŋ + m u
419	Jirel	Light	jeŋɡe	jeŋɡe	j e ŋ + g e	1546 1548	LIGHT _light	444	j e ŋ + g e
678	Kagate	Light	jaŋd̪i	jaŋd̪i	j a ŋ + d̪ i	1546 1549	LIGHT _light	444	j a ŋ + d̪ i
934	Lowa	Light	jaŋa	jaŋa	j a + ŋ a	1546 1550	LIGHT _light	444	j a - + ŋ a
1185	Nubri	Light	jaŋpo	jaŋpo	j a ŋ + p o	1546 1551	LIGHT _light	444	j a ŋ + p o
1439	Sherpa	Light	jeŋɡa	jeŋɡa	j e ŋ + g a	1546 1552	LIGHT _light	444	j e ŋ + g a
1682	Tsum	Light	jaŋbo	jaŋbo	j a ŋ + b o	1546 1551	LIGHT _light	444	j a ŋ + b o
1946	Yolmo	Light	jaŋd̪i	jaŋd̪i	j a ŋ + d̪ i	1546 1549	LIGHT _light	444	j a ŋ + d̪ i
56	Gyalsumdo	Lightening	loɡmaɹ	loɡmaɹ	l o + g m a ɹ	1563 1564	LIGHTENING _lightening	451	l o - + g m a ɹ
318	Jirel	Lightening	tsilim	tsilim	ts i + l i m	1565 1566	LIGHTENING _lightening	452	ts i + l i m
319	Jirel	Lightening	tsilam	tsilam	ts i + l a m	1565 1566	LIGHTENING _lightening	452	ts i + l a m
578	Kagate	Lightening	milik	milik	m i + l i k	1567 1563	_lightening LIGHTENING	451	m i + l i k
832	Lowa	Lightening	lokmaɹ	lokmaɹ	l o k + m a ɹ	1563 1564	LIGHTENING _lightening	451	l o k + - m a ɹ
1089	Nubri	Lightening	tuk	tuk	t u k	1568	LIGHTENING	456	t u k
1342	Sherpa	Lightening	tsilam	tsilam	ts i + l a m	1565 1566	LIGHTENING _lightening	452	ts i + l a m
1586	Tsum	Lightening	loʔ	loʔ	l o ʔ	1563	LIGHTENING	451	l o ʔ
1850	Yolmo	Lightening	tsiləm	tsiləm	ts i + l ə m	1565 1566	LIGHTENING _lightening	452	ts i + l ə m
233	Gyalsumdo	Load	kʰuɹpu	kʰuɹpu	kʰ u ɹ + p u	1580 1581	LOAD _load	457	kʰ u ɹ + p u
244	Gyalsumdo	Load	kʰurpu	kʰurpu	kʰ u r + p u	1580 1581	LOAD _load	457	kʰ u r + p u
496	Jirel	Load	kʰuɹbo	kʰuɹbo	kʰ u ɹ + b o	1580 1581	LOAD _load	457	kʰ u ɹ + b o
745	Kagate	Load	kʰurpu	kʰurpu	kʰ u r + p u	1580 1581	LOAD _load	457	kʰ u r + p u
756	Kagate	Load	ɕjuwa	ɕjuwa	ɕ j u + w a	1583 1584	LOAD _load	460	ɕ j u + w a
1006	Lowa	Load	kʰu	kʰu	kʰ u	1580	LOAD	457	kʰ u -
1016	Lowa	Load	kʰu	kʰu	kʰ u	1580	LOAD	457	kʰ u -
1254	Nubri	Load	kʰurpu	kʰurpu	kʰ u r + p u	1580 1581	LOAD _load	457	kʰ u r + p u
1265	Nubri	Load	kʰurpu	kʰurpu	kʰ u r + p u	1580 1581	LOAD _load	457	kʰ u r + p u
1505	Sherpa	Load	kʰurbu	kʰurbu	kʰ u r + b u	1580 1581	LOAD _load	457	kʰ u r + b u
1756	Tsum	Load	kʰuɹu	kʰuɹu	kʰ u + ɹ u	1580 1582	LOAD _load	457	kʰ u - + ɹ u
1769	Tsum	Load	kʰuɹu	kʰuɹu	kʰ u + ɹ u	1580 1582	LOAD _load	457	kʰ u - + ɹ u
2015	Yolmo	Load	kʰurpu	kʰurpu	kʰ u r + p u	1580 1581	LOAD _load	457	kʰ u r + p u
2026	Yolmo	Load	kʰuɹpu	kʰuɹpu	kʰ u ɹ + p u	1580 1581	LOAD _load	457	kʰ u ɹ + p u
148	Gyalsumdo	Long	ɹiŋbu	ɹiŋbu	ɹ i ŋ + b u	1607 1608	LONG _long	462	ɹ i ŋ + b u
407	Jirel	Long	ɹimbu	ɹimbu	ɹ i n/m + b u	1607 1608	LONG _long	462	ɹ i n/m + b u
667	Kagate	Long	riŋbu	riŋbu	r i ŋ + b u	1607 1608	LONG _long	462	r i ŋ + b u
923	Lowa	Long	ɹiŋa	ɹiŋa	ɹ i + ŋ a	1607 1609	LONG _long	462	ɹ i - + ŋ a
1174	Nubri	Long	ɹiŋpo	ɹiŋpo	ɹ i ŋ + p o	1607 1608	LONG _long	462	ɹ i ŋ + p o
1428	Sherpa	Long	riŋbu	riŋbu	r i ŋ + b u	1607 1608	LONG _long	462	r i ŋ + b u
1671	Tsum	Long	ɹiŋmu	ɹiŋmu	ɹ i ŋ + m u	1607 1610	LONG _long	462	ɹ i ŋ + m u
1935	Yolmo	Long	ɹiŋbu	ɹiŋbu	ɹ i ŋ + b u	1607 1608	LONG _long	462	ɹ i ŋ + b u
113	Gyalsumdo	Man	mi	mi	m i	1624	MAN	466	m i
375	Jirel	Man	mi	mi	m i	1624	MAN	466	m i
632	Kagate	Man	mi	mi	m i	1624	MAN	466	m i
889	Lowa	Man	mi	mi	m i	1624	MAN	466	m i
1142	Nubri	Man	mĩ	mĩ	m ĩ	1624	MAN	466	m ĩ
1396	Sherpa	Man	mi	mi	m i	1624	MAN	466	m i
1639	Tsum	Man	mi	mi	m i	1624	MAN	466	m i
1903	Yolmo	Man	mi	mi	m i	1624	MAN	466	m i
75	Gyalsumdo	Mango	ãp	ãp	ã p	1633	MANGO	467	ã p
337	Jirel	Mango	ãp	ãp	ã p	1633	MANGO	467	ã p
596	Kagate	Mango	ãp	ãp	ã p	1633	MANGO	467	ã p
852	Lowa	Mango	ãm	ãm	ã m	1634	MANGO	468	ã m
1107	Nubri	Mango	ãb	ãb	ã b	1633	MANGO	467	ã b
1360	Sherpa	Mango	ãp	ãp	ã p	1633	MANGO	467	ã p
1604	Tsum	Mango	ap	ap	a p	1633	MANGO	467	a p
1868	Yolmo	Mango	ãm	ãm	ã m	1634	MANGO	468	ã m
258	Gyalsumdo	Manure	ly	ly	l y	1642	MANURE	469	l y -
520	Jirel	Manure	tɕʰja	tɕʰja	tɕʰ j a	1643	MANURE	470	tɕʰ j a
770	Kagate	Manure	tɕʰja	tɕʰja	tɕʰ j a	1643	MANURE	470	tɕʰ j a
1031	Lowa	Manure	ly	ly	l y	1642	MANURE	469	l y -
1280	Nubri	Manure	ly	ly	l y	1642	MANURE	469	l y -
1527	Sherpa	Manure	tɕʰja	tɕʰja	tɕʰ j a	1643	MANURE	470	tɕʰ j a
1785	Tsum	Manure	lyʔ	lyʔ	l y ʔ	1642	MANURE	469	l y ʔ
2041	Yolmo	Manure	li	li	l i	1642	MANURE	469	l i -
197	Gyalsumdo	Many	maŋbu	maŋbu	m a ŋ + b u	1651 1652	MANY _many	471	m a ŋ + b u
455	Jirel	Many	kalbe	kalbe	k a l + b e	1653 1652	_many MANY	472	k a l + b e
714	Kagate	Many	maŋbu	maŋbu	m a ŋ + b u	1651 1652	MANY _many	471	m a ŋ + b u
974	Lowa	Many	maŋa	maŋa	m a + ŋ a	1651 1654	MANY _many	471	m a - + ŋ a
1222	Nubri	Many	aŋsaŋ	aŋsaŋ	a ŋ + s a ŋ	1651 1655	MANY _many	471	- a ŋ + s a ŋ
1474	Sherpa	Many	ala	ala	a + l a	1656 1657	MANY _many	476	a + l a
1717	Tsum	Many	kaʑin	kaʑin	k a + ʑ i n	1653 1655	MANY _many	473	k a - + ʑ i n
1983	Yolmo	Many	maŋbu	maŋbu	m a ŋ + b u	1651 1652	MANY _many	471	m a ŋ + b u
93	Gyalsumdo	Meat	ɕja	ɕja	ɕ j a	1668	MEAT	478	ɕ j a
354	Jirel	Meat	ɕja	ɕja	ɕ j a	1668	MEAT	478	ɕ j a
613	Kagate	Meat	ɕja	ɕja	ɕ j a	1668	MEAT	478	ɕ j a
870	Lowa	Meat	ɕja	ɕja	ɕ j a	1668	MEAT	478	ɕ j a
1124	Nubri	Meat	ɕja	ɕja	ɕ j a	1668	MEAT	478	ɕ j a
1377	Sherpa	Meat	ɕja	ɕja	ɕ j a	1668	MEAT	478	ɕ j a
1621	Tsum	Meat	ɕja	ɕja	ɕ j a	1668	MEAT	478	ɕ j a
1885	Yolmo	Meat	ɕja	ɕja	ɕ j a	1668	MEAT	478	ɕ j a
100	Gyalsumdo	Milk	oma	oma	o + m a	1677 1678	MILK _milk	479	o - + m a
362	Jirel	Milk	olen	olen	o + l e n	1677 1679	MILK _milk	479	o - + l e n
363	Jirel	Milk	oma	oma	o + m a	1677 1678	MILK _milk	479	o - + m a
620	Kagate	Milk	oma	oma	o + m a	1677 1678	MILK _milk	479	o - + m a
877	Lowa	Milk	oma	oma	o + m a	1677 1678	MILK _milk	479	o - + m a
1131	Nubri	Milk	ɦoõ	ɦoõ	ɦ oõ	1680	MILK	482	ɦ oõ
1384	Sherpa	Milk	oma	oma	o + m a	1677 1678	MILK _milk	479	o - + m a
1628	Tsum	Milk	oã	oã	o ã	1677	MILK	479	o ã
1892	Yolmo	Milk	woma	woma	w o + m a	1681 1678	_milk MILK	480	w o + m a
107	Gyalsumdo	Monkey	tɛmaɹ	tɛmaɹ	t ɛ + m a ɹ	1694 1695	MONKEY _monkey	485	t ɛ + m a ɹ
108	Gyalsumdo	Monkey	te	te	t e	1694	MONKEY	485	t e
369	Jirel	Monkey	moɹo	moɹo	m o + ɹ o	1696 1697	_monkey MONKEY	487	m o + ɹ o
370	Jirel	Monkey	tʰaklapʰikant̪e	tʰaklapʰikant̪e	tʰ a + k l a + pʰ i + k a n + t̪ e	1701 1702 1698 1699 1694	_monkey _monkey MONKEY _monkey _monkey	484	tʰ a + k l a + pʰ - i + k a n + t̪ e
626	Kagate	Monkey	preken	preken	p r e + k e n	1698 1699	MONKEY _monkey	484	p r e + k e n
627	Kagate	Monkey	priu	priu	p r iu	1698	MONKEY	484	p r iu
884	Lowa	Monkey	piu	piu	p iu	1698	MONKEY	484	p - iu
1137	Nubri	Monkey	piu	piu	p iu	1698	MONKEY	484	p - iu
1390	Sherpa	Monkey	te	te	t e	1694	MONKEY	485	t e
1391	Sherpa	Monkey	riu	riu	r iu	1697	MONKEY	487	r iu
1634	Tsum	Monkey	tiu	tiu	t iu	1700	MONKEY	490	t iu
1898	Yolmo	Monkey	pɹeken	pɹeken	p ɹ e + k e n	1698 1699	MONKEY _monkey	484	p ɹ e + k e n
140	Gyalsumdo	Month	t̪awa	t̪awa	t̪ a + w a	1715 1716	MONTH _month	493	t̪ a - + w a
399	Jirel	Month	nd̪awa	nd̪awa	ⁿd a + w a	1715 1716	MONTH _month	493	ⁿd a - + w a
657	Kagate	Month	d̪awa	d̪awa	d̪ a + w a	1715 1716	MONTH _month	493	d̪ a - + w a
913	Lowa	Month	nd̪awa	nd̪awa	ⁿd a + w a	1715 1716	MONTH _month	493	ⁿd a - + w a
1166	Nubri	Month	t̪ah	t̪ah	t̪ a h	1715	MONTH	493	t̪ a h
1420	Sherpa	Month	la	la	l a	1717	MONTH	495	l a
1663	Tsum	Month	nd̪a	nd̪a	ⁿd a	1715	MONTH	493	ⁿd a -
1927	Yolmo	Month	nd̪owa	nd̪owa	ⁿd o + w a	1715 1716	MONTH _month	493	ⁿd o - + w a
48	Gyalsumdo	Moon	t̪akaɹ	t̪akaɹ	t̪ a + k a ɹ	1729 1730	MOON _moon	496	t̪ a + k a ɹ
49	Gyalsumdo	Moon	t̪awa	t̪awa	t̪ a + w a	1729 1733	MOON _moon	496	t̪ a + w a
311	Jirel	Moon	nd̪aɡaɹ	nd̪aɡaɹ	ⁿd a + g a ɹ	1729 1730	MOON _moon	496	ⁿd a + g a ɹ
571	Kagate	Moon	d̪aɡarmu	d̪aɡarmu	d̪ a + g a r + m u	1729 1730 1731	MOON _moon _moon	496	d̪ a + g a r + m u
825	Lowa	Moon	nd̪a	nd̪a	ⁿd a	1729	MOON	496	ⁿd a
1082	Nubri	Moon	t̪a	t̪a	t̪ a	1729	MOON	496	t̪ a
1334	Sherpa	Moon	əud̪əkar	əud̪əkar	ə u + d̪ ə + k a r	1732 1729 1730	_moon MOON _moon	496	ə u + d̪ ə + k a r
1579	Tsum	Moon	nd̪akar	nd̪akar	ⁿd a + k a r	1729 1730	MOON _moon	496	ⁿd a + k a r
1842	Yolmo	Moon	nd̪awa	nd̪awa	ⁿd a + w a	1729 1733	MOON _moon	496	ⁿd a + w a
132	Gyalsumdo	Morning	namʑen	namʑen	n a m + ʑ e n	1748 1749	MORNING _morning	501	n a m + ʑ e n
392	Jirel	Morning	ŋomu	ŋomu	ŋ o + m u	1748 1750	MORNING _morning	501	ŋ o - + m u
650	Kagate	Morning	ŋamu	ŋamu	ŋ a + m u	1748 1750	MORNING _morning	501	ŋ a - + m u
906	Lowa	Morning	ŋat̪o	ŋat̪o	ŋ a + t̪ o	1748 1751	MORNING _morning	501	ŋ a - + t̪ o -
1159	Nubri	Morning	tõŋkõ	tõŋkõ	t õ ŋ + k õ	1751 1752	MORNING _morning	502	t õ ŋ + k õ
1413	Sherpa	Morning	tʰop	tʰop	tʰ o p	1751	MORNING	502	tʰ o p
1656	Tsum	Morning	ɕjuo	ɕjuo	ɕ j uo	1753	MORNING	504	ɕ j uo
1920	Yolmo	Morning	ɕjole	ɕjole	ɕ j o + l e	1753 1754	MORNING _morning	504	ɕ j o + l e
36	Gyalsumdo	Mortar	t̪ʰasa	t̪ʰasa	t̪ʰ a + s a	1763 1764	MORTAR _mortar	509	t̪ʰ a + s a
37	Gyalsumdo	Mortar	 koɡtsʰum	koɡtsʰum	k o + g tsʰ u m	1769 1767	MORTAR _mortar	508	k o - + g tsʰ u m
299	Jirel	Mortar	siləuta	siləuta	s i + l əu + t a	1765 1766 1763	_mortar _mortar MORTAR	509	s i + l əu - + t a
560	Kagate	Mortar	t̪olep	t̪olep	t̪ o + l e p	1763 1766	MORTAR _mortar	509	t̪ o + l e p
814	Lowa	Mortar	t̪ympo	t̪ympo	t̪ y m + p o	1767 1768	MORTAR _mortar	510	- t̪ y m + p o -
1071	Nubri	Mortar	koɡtsʰum	koɡtsʰum	k o + g tsʰ u m	1769 1767	MORTAR _mortar	508	k o - + g tsʰ u m
1323	Sherpa	Mortar	ɡokjo	ɡokjo	g o + k j o	1769 1770	MORTAR _mortar	508	g o - + k j o
1568	Tsum	Mortar	kombot	kombot	k o n/m + b o t	1769 1768	MORTAR _mortar	508	k o n/m + b o t
1830	Yolmo	Mortar	tsʰib	tsʰib	tsʰ i b	1771	MORTAR	516	tsʰ i b
1831	Yolmo	Mortar	 kuɡuɹ	kuɡuɹ	k u + g u ɹ	1769 1772	MORTAR _mortar	508	k u - + g u ɹ
109	Gyalsumdo	Mosquito	lamkute	lamkute	l a m + k u + t e	1784 1785 1786	MOSQUITO _mosquito _mosquito	518	l a m + k u + t e
371	Jirel	Mosquito	lamkute	lamkute	l a m + k u + t e	1784 1785 1786	MOSQUITO _mosquito _mosquito	518	l a m + k u + t e
628	Kagate	Mosquito	lamkʰute	lamkʰute	l a m + kʰ u + t e	1784 1785 1786	MOSQUITO _mosquito _mosquito	518	l a m + kʰ u + t e
885	Lowa	Mosquito	t̪uŋdaŋ	t̪uŋdaŋ	t̪ u ŋ + d a ŋ	1787 1788	MOSQUITO _mosquito	521	t̪ u ŋ + d a ŋ
1138	Nubri	Mosquito	t̪ukɖaŋ	t̪ukɖaŋ	t̪ u k + ɖ a ŋ	1787 1788	MOSQUITO _mosquito	521	t̪ u k + ɖ a ŋ
1392	Sherpa	Mosquito	lamkʰute	lamkʰute	l a m + kʰ u + t e	1784 1785 1786	MOSQUITO _mosquito _mosquito	518	l a m + kʰ u + t e
1635	Tsum	Mosquito	lamkute	lamkute	l a m + k u + t e	1784 1785 1786	MOSQUITO _mosquito _mosquito	518	l a m + k u + t e
1899	Yolmo	Mosquito	mətɕʰəɹ	mətɕʰəɹ	m ə + tɕʰ ə ɹ	1789 1790	MOSQUITO _mosquito	523	m ə + tɕʰ ə ɹ
117	Gyalsumdo	Mother	ama	ama	a + m a	1806 1807	MOTHER _mother	525	a - + m a
379	Jirel	Mother	ãma	ãma	ã + m a	1806 1807	MOTHER _mother	525	ã - + m a
636	Kagate	Mother	ama	ama	a + m a	1806 1807	MOTHER _mother	525	a - + m a
893	Lowa	Mother	ama	ama	a + m a	1806 1807	MOTHER _mother	525	a - + m a
1146	Nubri	Mother	aã	aã	a ã	1806	MOTHER	525	a ã
1400	Sherpa	Mother	ama	ama	a + m a	1806 1807	MOTHER _mother	525	a - + m a
1643	Tsum	Mother	ãã	ãã	ãː	1806	MOTHER	525	ãː -
1907	Yolmo	Mother	ãmã	ãmã	ã + m ã	1806 1807	MOTHER _mother	525	ã - + m ã
9	Gyalsumdo	Mouth	kʰa	kʰa	kʰ a	1821	MOUTH	527	kʰ a -
276	Jirel	Mouth	kʰa	kʰa	kʰ a	1821	MOUTH	527	kʰ a -
536	Kagate	Mouth	kʰa	kʰa	kʰ a	1821	MOUTH	527	kʰ a -
